league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,match_date
5,2020,15831,2020-10-24 19:00:00,161,181,Paris Saint Germain,Dijon,DJN,PSG,3,2.7283,4,4.08894,4.08894,2.5971900000000003,8.054054054054054,10,0,0.1956999999999999,0,1.49175,1.49175,-2.5971900000000003,17.1,2,2020-10-24 19:00:00
5,2020,15826,2020-10-25 14:00:00,176,235,Bordeaux,Nimes,NIM,BOR,3,2.3346,2,1.92729,1.1672,0.454863,12.263157894736842,5,0,0.4659,0,0.712337,0.712337,-0.454863,11.027027027027026,5,2020-10-25 14:00:00
5,2020,15833,2020-10-25 14:00:00,241,225,Brest,Strasbourg,STR,BRE,0,0.7832000000000001,0,0.732823,0.732823,0.199876,10.61111111111111,10,3,1.9262,3,1.29304,0.532947,-0.199876,25.928571428571427,3,2020-10-25 14:00:00
5,2020,15827,2020-10-25 20:00:00,178,171,Lyon,Monaco,MON,LYO,3,2.3367,4,3.43243,2.67233,1.53895,18.88888888888889,6,0,0.5061,1,1.89348,1.13338,-1.53895,6.961538461538462,7,2020-10-25 20:00:00
5,2020,15828,2020-10-25 14:00:00,180,175,Metz,Saint-Etienne,SEN,MET,3,0.9085,2,0.330896,0.330896,-0.3005049999999999,7.184210526315789,1,0,1.6387,0,0.631401,0.631401,0.3005049999999999,4.935483870967742,4,2020-10-25 14:00:00
5,2020,15829,2020-10-25 14:00:00,166,177,Montpellier,Reims,REI,MPL,0,0.0025,0,0.13909,0.13909,-2.67393,51.375,0,3,2.9956,4,4.33321,2.81302,2.67393,13.0,15,2020-10-25 14:00:00
5,2020,15830,2020-10-25 16:00:00,170,160,Nice,Lille,LIL,NIC,1,1.3105,1,0.866315,0.866315,-0.024231,13.173913043478262,3,1,1.3438,1,0.890546,0.890546,0.024231,13.551724137931034,5,2020-10-25 16:00:00
5,2020,15839,2020-10-31 20:00:00,168,161,Nantes,Paris Saint Germain,PSG,NAN,0,0.6005,0,1.63127,0.871178,-1.094082,24.52380952380953,4,3,2.1908,3,2.72536,1.96526,1.094082,12.521739130434783,8,2020-10-31 20:00:00
5,2020,15842,2020-10-31 16:00:00,163,241,Rennes,Brest,BRE,REN,3,1.5924999999999998,2,1.40289,1.40289,0.3634599999999999,14.117647058823527,10,0,1.1101,1,1.03943,1.03943,-0.3634599999999999,27.894736842105264,3,2020-10-31 16:00:00
5,2020,15836,2020-11-01 14:00:00,167,170,Angers,Nice,NIC,ANG,0,0.0653,0,0.395203,0.395203,-1.625067,7.846153846153846,7,3,2.8889,3,2.78036,2.02027,1.625067,13.95,6,2020-11-01 14:00:00
5,2020,15837,2020-11-01 14:00:00,181,179,Dijon,Lorient,LOR,DJN,1,0.5237,0,0.377123,0.377123,-0.011546,10.25,3,1,2.1959,0,1.14876,0.388669,0.011546,10.464285714285714,3,2020-11-01 14:00:00
5,2020,15844,2020-11-01 20:00:00,160,178,Lille,Lyon,LYO,LIL,1,1.2546,1,0.444747,0.444747,0.0236979999999999,7.935483870967742,9,1,1.2513,1,0.421049,0.421049,-0.0236979999999999,13.8,6,2020-11-01 20:00:00
5,2020,15838,2020-11-01 16:00:00,171,176,Monaco,Bordeaux,BOR,MON,3,2.9926,4,3.9375,3.17741,2.972741,11.52,10,0,0.004,0,0.204669,0.204669,-2.972741,21.571428571428573,5,2020-11-01 16:00:00
5,2020,15840,2020-11-01 14:00:00,235,180,Nimes,Metz,MET,NIM,0,1.2229,0,0.78372,0.78372,-0.0755179999999999,6.565217391304348,6,3,1.4284,1,0.859238,0.859238,0.0755179999999999,15.9,1,2020-11-01 14:00:00
5,2020,15841,2020-11-01 14:00:00,177,225,Reims,Strasbourg,STR,REI,3,0.8375000000000001,2,0.911301,0.911301,0.248811,9.0,6,0,1.8578,1,1.42258,0.66249,-0.248811,17.0625,4,2020-11-01 14:00:00
5,2020,15843,2020-11-01 12:00:00,175,166,Saint-Etienne,Montpellier,MPL,SEN,0,0.8764000000000001,0,0.484542,0.484542,-0.452827,8.555555555555555,5,3,1.7674,1,0.937369,0.937369,0.452827,12.615384615384617,7,2020-11-01 12:00:00
5,2020,15847,2020-11-06 20:00:00,225,164,Strasbourg,Marseille,MAR,STR,0,1.5038,0,0.324201,0.324201,0.2821886,10.066666666666666,4,3,0.7934,1,0.0420124,0.0420124,-0.2821886,7.333333333333333,2,2020-11-06 20:00:00
5,2020,15848,2020-11-07 16:00:00,176,166,Bordeaux,Montpellier,MPL,BOR,0,0.47,0,0.474622,0.474622,-1.119738,17.235294117647058,4,3,2.3149999999999995,2,1.59436,1.59436,1.119738,26.923076923076923,3,2020-11-07 16:00:00
5,2020,15846,2020-11-07 20:00:00,161,163,Paris Saint Germain,Rennes,REN,PSG,3,1.5207000000000002,3,1.02539,1.02539,0.1698009999999999,9.93103448275862,4,0,1.1457000000000002,0,0.855589,0.855589,-0.1698009999999999,11.620689655172416,8,2020-11-07 20:00:00
5,2020,15852,2020-11-08 12:00:00,241,160,Brest,Lille,LIL,BRE,3,0.5052,3,1.47256,1.47256,-0.73794,30.3,6,0,2.3310000000000004,2,2.97059,2.2105,0.73794,5.147058823529412,15,2020-11-08 12:00:00
5,2020,15853,2020-11-08 14:00:00,210,177,Lens,Reims,REI,LEN,1,2.1571,4,2.04125,2.04125,1.0112599999999998,6.655172413793103,5,1,0.5968,4,1.02999,1.02999,-1.0112599999999998,20.823529411764707,0,2020-11-08 14:00:00
5,2020,15854,2020-11-08 14:00:00,179,168,Lorient,Nantes,NAN,LOR,0,1.5932000000000002,0,1.77629,1.77629,0.3105099999999998,7.884615384615385,3,3,1.1273000000000002,2,1.46578,1.46578,-0.3105099999999998,7.956521739130435,4,2020-11-08 14:00:00
5,2020,15855,2020-11-08 20:00:00,178,175,Lyon,Saint-Etienne,SEN,LYO,3,2.539,2,3.30537,3.30537,2.595956,3.914285714285714,9,0,0.3289,1,1.46951,0.709414,-2.595956,8.741935483870968,5,2020-11-08 20:00:00
