match_id,date,season,home,away,home_goals,home_conceded,home_xg,home_npxg,home_poss,home_pass_acc,home_yellow_cards,home_red_cards,home_clearances,home_xg_l3,home_xg_l5,home_xg_l10,home_xg_exp80,home_npxg_l3,home_npxg_l5,home_npxg_l10,home_npxg_exp80,home_poss_l3,home_poss_l5,home_poss_l10,home_poss_exp80,home_pass_acc_l3,home_pass_acc_l5,home_pass_acc_l10,home_pass_acc_exp80,home_gf_sum_l3,home_gf_sum_l5,home_gf_sum_l10,home_ga_sum_l3,home_ga_sum_l5,home_ga_sum_l10,home_yellow_cards_sum_l3,home_yellow_cards_sum_l5,home_yellow_cards_sum_l10,home_red_cards_sum_l3,home_red_cards_sum_l5,home_red_cards_sum_l10,home_clearances_sum_l3,home_clearances_sum_l5,home_clearances_sum_l10,away_goals,away_conceded,away_xg,away_npxg,away_poss,away_pass_acc,away_yellow_cards,away_red_cards,away_clearances,away_xg_l3,away_xg_l5,away_xg_l10,away_xg_exp80,away_npxg_l3,away_npxg_l5,away_npxg_l10,away_npxg_exp80,away_poss_l3,away_poss_l5,away_poss_l10,away_poss_exp80,away_pass_acc_l3,away_pass_acc_l5,away_pass_acc_l10,away_pass_acc_exp80,away_gf_sum_l3,away_gf_sum_l5,away_gf_sum_l10,away_ga_sum_l3,away_ga_sum_l5,away_ga_sum_l10,away_yellow_cards_sum_l3,away_yellow_cards_sum_l5,away_yellow_cards_sum_l10,away_red_cards_sum_l3,away_red_cards_sum_l5,away_red_cards_sum_l10,away_clearances_sum_l3,away_clearances_sum_l5,away_clearances_sum_l10,result,home_xg_diff,home_npxg_diff,home_poss_diff,home_pass_acc_diff,home_xg_l3_diff,home_xg_l5_diff,home_xg_l10_diff,home_xg_exp80_diff,home_npxg_l3_diff,home_npxg_l5_diff,home_npxg_l10_diff,home_npxg_exp80_diff,home_poss_l3_diff,home_poss_l5_diff,home_poss_l10_diff,home_poss_exp80_diff,home_pass_acc_l3_diff,home_pass_acc_l5_diff,home_pass_acc_l10_diff,home_pass_acc_exp80_diff
20240519_Lens_Montpellier,2024-05-19 19:00:00,2023,Lens,Montpellier,2,2,5.38555,5.38555,0.55,0.848,0.0,0.0,20.0,1.3214456666666663,1.7361314,1.5920960000000002,0.7575801270965488,1.3214456666666667,1.4320933999999998,1.364067,0.7517422605396312,0.52,0.546,0.536,0.45720331219350685,0.8023333333333333,0.8081999999999999,0.8064,0.7743398846040479,4.0,6.0,13.0,3.0,5.0,11.0,6.0,12.0,24.0,0.0,0.0,0.0,61.0,93.0,173.0,2,2,1.11518,1.11518,0.45,0.816,1.0,0.0,17.0,0.8231566666666671,1.107858,1.578872,1.0427038683636638,0.8231566666666673,1.1078580000000002,1.3508423,1.0424999302076856,0.4533333333333334,0.466,0.453,0.4402720605244446,0.79,0.7859999999999999,0.7771,0.7768468188970509,3.0,6.0,16.0,4.0,6.0,15.0,6.0,10.0,18.0,3.0,3.0,3.0,75.0,123.0,249.0,0,4.27037,4.27037,0.10000000000000003,0.03200000000000003,0.4982889999999992,0.6282734000000001,0.013224000000000125,-0.28512374126711504,0.4982889999999994,0.3242353999999996,0.013224699999999867,-0.2907576696680544,0.0666666666666666,0.08000000000000002,0.08300000000000002,0.01693125166906223,0.012333333333333307,0.022199999999999998,0.029299999999999993,-0.0025069342930029714
20240825_Lens_Brest,2024-08-25 13:00:00,2024,Lens,Brest,2,0,4.01926,4.01926,0.52,0.79,2.0,1.0,15.0,2.2789523333333332,2.0781313999999997,1.8243133,1.7246072050838617,2.2789523333333337,2.0781314,1.6722943000000001,1.7243736904215852,0.52,0.538,0.554,0.5702881324877402,0.8026666666666668,0.8103999999999999,0.8055999999999999,0.804253595384162,4.0,7.0,12.0,3.0,5.0,13.0,3.0,6.0,21.0,0.0,0.0,0.0,63.0,106.0,181.0,0,2,0.695576,0.695576,0.48,0.785,3.0,0.0,24.0,1.2971000000000001,1.3398694,1.5432683,1.4266407302453268,1.0437353333333332,1.1878506000000002,1.4672589,0.8185655277546536,0.5266666666666668,0.5640000000000001,0.5469999999999999,0.5013977723071041,0.8140000000000001,0.8178000000000001,0.8126000000000001,0.8256177183641787,5.0,10.0,19.0,6.0,10.0,20.0,8.0,12.0,28.0,0.0,0.0,2.0,33.0,77.0,183.0,1,3.323684,3.323684,0.040000000000000036,0.0050000000000000044,0.9818523333333331,0.7382619999999998,0.281045,0.2979664748385349,1.2352170000000005,0.8902808,0.2050354000000001,0.9058081626669315,-0.006666666666666821,-0.026000000000000023,0.007000000000000117,0.0688903601806361,-0.011333333333333306,-0.007400000000000184,-0.007000000000000228,-0.021364122980016775
20240915_Lens_Lyon,2024-09-15 18:45:00,2024,Lens,Lyon,0,0,0.623644,0.623644,0.54,0.794,0.0,0.0,29.0,2.324333333333333,2.5538174000000002,2.2070567,2.2424418882033543,2.070966666666667,2.4017974000000004,1.9790277,1.6343525476168634,0.49333333333333335,0.492,0.533,0.4100115252995096,0.766,0.7817999999999999,0.7949999999999999,0.7273701438153665,4.0,7.0,13.0,1.0,4.0,9.0,6.0,9.0,20.0,1.0,1.0,1.0,74.0,112.0,207.0,0,0,0.529029,0.529029,0.46,0.742,0.0,0.0,25.0,1.8142267666666674,1.81986266,1.95955063,2.676946327747942,1.5272134333333336,1.49563666,1.7214276299999998,2.644526915063142,0.47,0.504,0.503,0.46977899935744627,0.7949999999999999,0.818,0.8194000000000001,0.7923158089539463,4.0,7.0,22.0,8.0,9.0,22.0,6.0,9.0,18.0,0.0,0.0,1.0,55.0,100.0,182.0,0,0.094615,0.094615,0.08000000000000002,0.052000000000000046,0.5101065666666658,0.7339547400000002,0.2475060699999998,-0.43450443954458784,0.5437532333333335,0.9061607400000005,0.2576000700000003,-1.0101743674462786,0.023333333333333373,-0.01200000000000001,0.030000000000000027,-0.05976747405793664,-0.028999999999999915,-0.03620000000000001,-0.0244000000000002,-0.0649456651385798
20240928_Lens_Nice,2024-09-28 15:00:00,2024,Lens,Nice,0,0,2.06424,2.06424,0.56,0.813,3.0,1.0,18.0,1.129987333333333,1.6899984,2.0606929000000003,0.8721591155281341,0.876620666666667,1.5379784,1.9086728999999998,0.8478355419046745,0.5066666666666667,0.524,0.52,0.5828004610119804,0.7563333333333334,0.7712,0.7899,0.7673348057526147,2.0,5.0,12.0,2.0,2.0,7.0,8.0,10.0,17.0,0.0,1.0,1.0,82.0,122.0,223.0,0,0,0.9614,0.9614,0.44,0.784,2.0,0.0,26.0,2.918186666666667,2.114474,1.8978899999999999,3.9655385142133466,2.6648233333333335,1.9624560000000002,1.7458719999999999,3.357464954560039,0.4966666666666666,0.522,0.505,0.5616134128324094,0.8450000000000001,0.8371999999999999,0.8428000000000001,0.8890528513612814,12.0,14.0,23.0,3.0,6.0,13.0,6.0,10.0,22.0,1.0,1.0,2.0,48.0,77.0,140.0,0,1.1028399999999998,1.1028399999999998,0.12000000000000005,0.028999999999999915,-1.7881993333333341,-0.42447560000000006,0.16280290000000042,-3.0933793986852125,-1.7882026666666664,-0.4244776000000001,0.16280089999999992,-2.5096294126553644,0.01000000000000012,0.0020000000000000018,0.015000000000000013,0.021187048179570955,-0.08866666666666667,-0.06599999999999995,-0.05290000000000006,-0.12171804560866673
20241026_Lens_Lille,2024-10-26 19:00:00,2024,Lens,Lille,0,2,0.865293,0.865293,0.58,0.722,4.0,0.0,8.0,1.616763333333333,1.2654564,1.9096369000000002,1.3865961529242252,1.6167633333333338,1.2654564000000001,1.8336269,1.3864015643352374,0.6066666666666667,0.5920000000000001,0.542,0.6273824036880958,0.8343333333333333,0.8122,0.797,0.8478346784460209,4.0,5.0,12.0,2.0,3.0,7.0,9.0,13.0,22.0,1.0,1.0,2.0,43.0,91.0,203.0,2,0,1.47637,0.716276,0.42,0.726,5.0,0.0,31.0,1.7039696666666666,2.0291598,1.8304798999999998,0.48440654276328865,1.4506030000000003,1.7251218000000001,1.6784609,0.4552187666636547,0.5566666666666666,0.5999999999999999,0.599,0.500116714134353,0.8460000000000001,0.8484,0.8533,0.8162058882876649,5.0,8.0,17.0,1.0,5.0,11.0,9.0,12.0,23.0,0.0,0.0,1.0,47.0,67.0,130.0,-1,-0.611077,0.14901699999999996,0.15999999999999998,-0.0040000000000000036,-0.0872063333333335,-0.7637034,0.07915700000000037,0.9021896101609366,0.16616033333333347,-0.4596654,0.15516600000000014,0.9311827976715827,0.050000000000000044,-0.007999999999999785,-0.05699999999999994,0.12726568955374284,-0.011666666666666825,-0.03620000000000001,-0.056299999999999906,0.03162879015835596
20241109_Lens_Nantes,2024-11-09 18:00:00,2024,Lens,Nantes,3,2,3.74705,2.98696,0.67,0.845,2.0,0.0,5.0,1.0082146666666665,1.3038008,1.4968996,0.836647526116969,1.0082146666666671,1.3038007999999999,1.4208896000000002,0.8366397425734096,0.51,0.544,0.534,0.3738952961475238,0.7796666666666666,0.7979999999999999,0.7846,0.7614333871378409,2.0,4.0,9.0,3.0,5.0,7.0,10.0,17.0,27.0,1.0,2.0,3.0,39.0,70.0,192.0,2,3,1.49891,0.738813,0.33,0.76,0.0,0.0,18.0,0.9510906666666665,1.246966,1.2687585,1.164424252723882,0.9510906666666669,1.246966,1.1927488,1.164416469329805,0.39999999999999997,0.44000000000000006,0.42800000000000005,0.3131919774687578,0.7916666666666666,0.7988,0.7892,0.7540641996614775,3.0,5.0,12.0,6.0,10.0,14.0,6.0,10.0,24.0,0.0,1.0,1.0,60.0,105.0,276.0,1,2.2481400000000002,2.248147,0.34,0.08499999999999996,0.05712399999999995,0.056834800000000074,0.2281411000000002,-0.3277767266069129,0.057124000000000286,0.05683479999999985,0.22814080000000025,-0.32777672675639535,0.11000000000000004,0.10399999999999998,0.10599999999999998,0.060703318678765994,-0.01200000000000001,-0.0008000000000000229,-0.0046000000000000485,0.0073691874763633924
20241123_Lens_Marseille,2024-11-23 16:00:00,2024,Lens,Marseille,1,3,2.1723,2.1723,0.45,0.779,3.0,0.0,14.0,1.8052546666666665,1.6403628000000001,1.7675276,3.1649695052233944,1.5518913333333337,1.4883448,1.6155086,2.556895948514682,0.5233333333333333,0.5660000000000001,0.5429999999999999,0.6107790592295048,0.7773333333333333,0.8044,0.7894,0.8282866774275682,3.0,7.0,11.0,5.0,7.0,9.0,10.0,16.0,29.0,1.0,1.0,3.0,32.0,57.0,172.0,3,1,1.37895,1.37895,0.55,0.821,3.0,0.0,24.0,1.0608273333333333,1.5920758,1.4683642000000001,1.7979742322700873,0.807460666666666,1.4400558,1.3923542,1.1898941072180647,0.5766666666666665,0.628,0.608,0.7224303978364714,0.8496666666666667,0.8705999999999999,0.8619,0.8673672664256705,3.0,9.0,19.0,7.0,8.0,14.0,5.0,12.0,24.0,1.0,2.0,4.0,34.0,49.0,158.0,-1,0.79335,0.79335,-0.10000000000000003,-0.041999999999999926,0.7444273333333331,0.04828700000000019,0.29916339999999986,1.366995272953307,0.7444306666666677,0.048288999999999804,0.22315440000000009,1.3670018412966172,-0.05333333333333323,-0.061999999999999944,-0.06500000000000006,-0.11165133860696663,-0.07233333333333336,-0.06619999999999993,-0.07250000000000001,-0.039080588998102295
20241208_Lens_Montpellier,2024-12-08 14:00:00,2024,Lens,Montpellier,2,0,1.10272,1.10272,0.55,0.8540000000000001,2.0,0.0,22.0,2.44241,1.7991888,1.5323226,1.6004707802089357,2.189046666666667,1.6471708,1.4563136,1.576147837940587,0.5333333333333333,0.5,0.546,0.48043116236918015,0.8176666666666668,0.788,0.8001000000000001,0.8209714670971029,6.0,6.0,11.0,5.0,8.0,11.0,7.0,15.0,28.0,0.0,1.0,2.0,55.0,82.0,173.0,0,2,1.51819,1.51819,0.45,0.8,3.0,0.0,27.0,1.7275946666666673,1.2293788,1.1640918,1.2666180766329118,1.2208646666666672,0.9253408000000002,1.0120728,1.217971994142186,0.47333333333333344,0.49000000000000005,0.4699999999999999,0.4578619781349822,0.7566666666666665,0.7782,0.7788,0.7502619966113131,5.0,5.0,11.0,4.0,8.0,24.0,14.0,16.0,31.0,1.0,2.0,4.0,61.0,99.0,189.0,1,-0.41547,-0.41547,0.10000000000000003,0.05400000000000005,0.7148153333333329,0.5698099999999999,0.3682308000000001,0.3338527035760239,0.9681819999999999,0.7218299999999999,0.4442408,0.35817584379840106,0.05999999999999989,0.009999999999999953,0.07600000000000012,0.02256918423419796,0.061000000000000276,0.009800000000000031,0.021300000000000097,0.0707094704857898
20250105_Lens_Toulouse,2025-01-05 14:00:00,2024,Lens,Toulouse,0,1,1.32887,1.32887,0.66,0.81,5.0,1.0,11.0,1.4160933333333332,2.033526,1.6686633999999998,1.6305980312083574,1.4160933333333336,1.8815079999999997,1.5926544,1.6296251135176234,0.5433333333333334,0.55,0.5469999999999999,0.5872172464947671,0.8443333333333335,0.8314,0.8147,0.8494788586838842,6.0,10.0,14.0,2.0,7.0,12.0,5.0,10.0,27.0,0.0,0.0,2.0,84.0,103.0,173.0,1,0,2.19226,1.43216,0.34,0.757,2.0,0.0,54.0,1.5837520000000003,1.5816932000000001,1.6296572999999999,1.5262364104575947,1.3303886666666669,1.4296752,1.5536483,1.5019134681902024,0.44333333333333336,0.388,0.44799999999999995,0.3982178297530842,0.763,0.745,0.7683,0.7897353556630579,4.0,6.0,13.0,3.0,6.0,11.0,5.0,8.0,16.0,0.0,0.0,0.0,52.0,107.0,213.0,-1,-0.8633900000000001,-0.1032900000000001,0.32,0.05300000000000005,-0.16765866666666707,0.45183280000000003,0.03900609999999993,0.10436162075076272,0.08570466666666676,0.4518327999999998,0.03900609999999993,0.12771164532742096,0.10000000000000009,0.16200000000000003,0.09899999999999998,0.18899941674168297,0.08133333333333348,0.08640000000000003,0.0464,0.059743503020826316
20250118_Lens_Paris Saint Germain,2025-01-18 16:00:00,2024,Lens,Paris Saint Germain,1,2,1.34901,1.34901,0.34,0.743,2.0,0.0,20.0,2.0581599999999995,1.737016,1.7629074,2.7641871212483347,2.0581600000000004,1.737016,1.6868983999999998,2.7641482045407053,0.65,0.596,0.563,0.6810886898597905,0.8210000000000001,0.8292000000000002,0.8109,0.8059791543473553,4.0,8.0,14.0,4.0,4.0,12.0,8.0,12.0,27.0,1.0,1.0,2.0,56.0,114.0,172.0,2,1,1.57299,1.57299,,,,,,3.357769999999999,3.3954079999999998,3.4471490000000005,4.549728981941203,2.851036666666667,3.091368,3.295129,3.91732578183759,,,,,,,,,9.0,10.0,25.0,4.0,5.0,9.0,,,,,,,,,,-1,-0.22398000000000007,-0.22398000000000007,,,-1.2996099999999995,-1.6583919999999999,-1.6842416000000004,-1.7855418606928684,-0.7928766666666665,-1.3543520000000002,-1.6082306000000004,-1.1531775772968849,,,,,,,,
20250126_Lens_Angers,2025-01-26 16:15:00,2024,Lens,Angers,1,0,2.01118,2.01118,0.64,0.8320000000000001,1.0,0.0,13.0,1.928603333333333,1.7252420000000002,1.7622153999999999,1.632045424249667,1.928603333333334,1.7252420000000002,1.6862064,1.6320376409081412,0.5633333333333334,0.568,0.534,0.4082177379719581,0.7853333333333333,0.812,0.8,0.755595830869471,3.0,7.0,13.0,4.0,6.0,14.0,9.0,12.0,27.0,1.0,1.0,2.0,50.0,98.0,180.0,0,1,0.0813578,0.0813578,0.36,0.698,1.0,0.0,27.0,2.1958033333333336,1.4969287999999998,1.5712434,1.5936572652149819,2.1958033333333336,1.4969287999999998,1.4952334,1.593656891093388,0.4299999999999999,0.44400000000000006,0.42800000000000005,0.4678834605401102,0.798,0.8030000000000002,0.797,0.8294231121851037,7.0,7.0,15.0,1.0,6.0,13.0,6.0,7.0,10.0,0.0,0.0,0.0,104.0,157.0,283.0,1,1.9298222,1.9298222,0.28,0.13400000000000012,-0.26720000000000055,0.22831320000000033,0.19097199999999992,0.038388159034685065,-0.26719999999999966,0.22831320000000033,0.19097300000000006,0.03838074981475326,0.13333333333333347,0.12399999999999989,0.10599999999999998,-0.05966572256815211,-0.012666666666666715,0.008999999999999897,0.0030000000000000027,-0.07382728131563265
20250216_Lens_Strasbourg,2025-02-16 16:15:00,2024,Lens,Strasbourg,0,2,0.265561,0.265561,0.56,0.8320000000000001,4.0,1.0,20.0,2.0820233333333333,2.1406020000000003,1.845246,1.4109197233939974,2.0820233333333342,2.1406020000000003,1.845246,1.4109196611272652,0.5166666666666667,0.516,0.532,0.4253457419037757,0.8136666666666666,0.7974,0.8109,0.8059487666469558,3.0,6.0,13.0,2.0,5.0,11.0,8.0,12.0,25.0,1.0,1.0,2.0,65.0,104.0,213.0,2,0,1.97845,1.97845,0.44,0.852,2.0,0.0,43.0,1.7878690000000006,1.6092739999999999,1.4884709,2.7437708285995988,1.7878690000000004,1.6092739999999999,1.4124609000000001,2.7435762428999695,0.5166666666666667,0.466,0.493,0.5746081490825412,0.851,0.8228,0.8332,0.8629868527565161,4.0,7.0,15.0,2.0,4.0,10.0,8.0,15.0,20.0,0.0,0.0,0.0,91.0,170.0,308.0,-1,-1.712889,-1.712889,0.12000000000000005,-0.019999999999999907,0.29415433333333274,0.5313280000000005,0.3567750999999999,-1.3328511052056013,0.29415433333333385,0.5313280000000005,0.4327850999999998,-1.3326565817727043,0.0,0.04999999999999999,0.039000000000000035,-0.1492624071787655,-0.03733333333333333,-0.025399999999999978,-0.022300000000000098,-0.05703808610956029
20250301_Lens_Le Havre,2025-03-01 18:00:00,2024,Lens,Le Havre,3,4,2.02687,1.26677,0.69,0.863,2.0,0.0,20.0,1.117450333333333,1.7147082,1.7199750999999999,1.74845454893576,0.8640836666666672,1.5626882,1.6439651000000002,1.1403745464450905,0.5366666666666667,0.552,0.5599999999999999,0.626613829676151,0.8296666666666667,0.8248000000000001,0.8184000000000001,0.8461579506658783,1.0,4.0,11.0,7.0,7.0,13.0,12.0,16.0,28.0,3.0,3.0,4.0,60.0,102.0,200.0,4,3,1.73131,0.971219,0.31,0.7659999999999999,2.0,0.0,43.0,1.083936333333333,1.2281162,1.3174732,0.9911984135583614,1.083936333333333,1.2281162,1.3174731999999998,0.991198413060221,0.4566666666666668,0.446,0.434,0.524615543737634,0.7839999999999999,0.7903999999999999,0.7859,0.8145197745902792,4.0,5.0,9.0,8.0,10.0,23.0,3.0,9.0,15.0,1.0,2.0,2.0,107.0,175.0,341.0,-1,0.29556000000000027,0.2955509999999999,0.37999999999999995,0.09700000000000009,0.033514000000000044,0.4865919999999999,0.40250189999999986,0.7572561353773986,-0.2198526666666657,0.33457199999999987,0.3264919000000004,0.14917613338486946,0.07999999999999996,0.10600000000000004,0.12599999999999995,0.10199828593851701,0.045666666666666744,0.03440000000000021,0.032500000000000084,0.031638176075599045
20250315_Lens_Rennes,2025-03-15 20:05:00,2024,Lens,Rennes,1,0,0.643819,0.643819,0.46,0.763,1.0,0.0,25.0,1.7762366666666665,1.3238302,1.7626151000000003,1.3861813819574305,1.2695033333333339,1.0197901999999999,1.6105951,1.2402421818578035,0.5300000000000001,0.51,0.539,0.33546455318704604,0.8076666666666666,0.8122,0.8051999999999999,0.7391263180266352,5.0,5.0,11.0,7.0,11.0,15.0,7.0,15.0,28.0,1.0,3.0,4.0,77.0,120.0,212.0,0,1,0.653605,0.653605,0.54,0.794,1.0,0.0,24.0,2.5562866666666664,2.4311654,1.9968171,2.1929705190637643,1.9863966666666668,2.0892314,1.7498411,2.0167132774180474,0.48,0.45599999999999996,0.479,0.36407990104497934,0.8216666666666668,0.8161999999999999,0.8069000000000001,0.7918922134821897,6.0,8.0,15.0,4.0,6.0,16.0,4.0,11.0,24.0,0.0,1.0,1.0,79.0,131.0,247.0,1,-0.009785999999999961,-0.009785999999999961,-0.08000000000000002,-0.031000000000000028,-0.7800499999999999,-1.1073351999999999,-0.23420199999999958,-0.8067891371063338,-0.7168933333333329,-1.0694412000000002,-0.13924599999999998,-0.7764710955602439,0.050000000000000155,0.05400000000000005,0.06000000000000005,-0.028615347857933293,-0.014000000000000123,-0.0039999999999998925,-0.0017000000000001458,-0.052765895455554546
20250406_Lens_Saint-Etienne,2025-04-06 13:00:00,2024,Lens,Saint-Etienne,1,0,2.50421,2.50421,0.6,0.8240000000000001,3.0,0.0,8.0,0.8267316666666664,1.313795,1.4429616,0.6356150952782973,0.8267316666666673,1.0097549999999997,1.2909416,0.6297775272743121,0.4200000000000001,0.5199999999999999,0.505,0.5270185821274819,0.778,0.8096,0.8064,0.8412450527210653,2.0,6.0,10.0,1.0,8.0,14.0,5.0,11.0,25.0,0.0,1.0,3.0,86.0,123.0,228.0,0,1,1.69228,0.911923,,,,,,1.2686099999999998,1.3050179999999998,1.2149299,1.256681734296755,1.26861,1.305018,1.1389198999999999,1.2566739508725941,,,,,,,,,4.0,8.0,12.0,7.0,13.0,26.0,,,,,,,,,,1,0.81193,1.592287,,,-0.4418783333333334,0.008777000000000257,0.22803170000000006,-0.6210666390184576,-0.4418783333333327,-0.2952630000000003,0.15202170000000015,-0.626896423598282,,,,,,,,
20250411_Lens_Reims,2025-04-11 18:45:00,2024,Lens,Reims,0,2,2.71917,2.71917,0.7,0.836,1.0,0.0,14.0,1.2481583333333333,1.402255,1.5584816,2.1304910190556594,1.2481583333333341,1.250235,1.4064616,2.1293235054548623,0.5366666666666667,0.51,0.5309999999999999,0.5854037164254964,0.8163333333333335,0.8042,0.8145,0.8274490105442132,2.0,6.0,10.0,1.0,5.0,12.0,7.0,10.0,26.0,0.0,0.0,3.0,54.0,114.0,216.0,2,0,1.44859,1.44859,0.3,0.726,0.0,0.0,79.0,0.9772663333333336,1.0983682,0.9601573999999999,0.9260891552180517,0.9772663333333337,1.0983682,0.8841484,0.9260502386100504,0.32333333333333325,0.396,0.413,0.4296356274759274,0.7066666666666667,0.7458,0.7638,0.7755269645218098,3.0,3.0,5.0,2.0,7.0,16.0,5.0,6.0,18.0,1.0,1.0,5.0,137.0,191.0,333.0,-1,1.27058,1.27058,0.39999999999999997,0.10999999999999999,0.2708919999999997,0.3038868000000001,0.5983242,1.2044018638376077,0.27089200000000047,0.15186680000000008,0.5223132000000001,1.2032732668448118,0.21333333333333349,0.11399999999999999,0.11799999999999994,0.155768088949569,0.1096666666666668,0.05840000000000001,0.05069999999999997,0.051922046022403356
20250427_Lens_Auxerre,2025-04-27 15:15:00,2024,Lens,Auxerre,0,4,2.31455,2.31455,0.65,0.835,4.0,1.0,9.0,2.736296666666666,1.8898310000000003,1.6068305999999999,2.908694840762226,2.4829300000000005,1.737811,1.3788006000000002,2.3005681402181946,0.6200000000000001,0.5740000000000001,0.542,0.5834161486570199,0.8376666666666667,0.8276,0.8199,0.8492579604217685,4.0,5.0,10.0,3.0,4.0,15.0,4.0,8.0,23.0,0.0,0.0,3.0,50.0,96.0,216.0,4,0,2.38411,2.38411,0.35,0.778,4.0,0.0,39.0,0.7969793333333332,1.0227657999999997,1.3251907,0.43572064052706133,0.7969793333333332,1.0227658,1.2491806999999997,0.4357127948363181,0.40666666666666657,0.44800000000000006,0.42200000000000004,0.4335954680211731,0.8043333333333335,0.8094000000000001,0.7748,0.8052579434208039,3.0,5.0,14.0,6.0,7.0,12.0,5.0,11.0,17.0,0.0,0.0,0.0,69.0,130.0,289.0,-1,-0.06956000000000007,-0.06956000000000007,0.30000000000000004,0.05699999999999994,1.939317333333333,0.8670652000000005,0.28163989999999983,2.4729742002351647,1.6859506666666673,0.7150452,0.12961990000000045,1.8648553453818764,0.21333333333333354,0.126,0.12,0.14982068063584675,0.033333333333333215,0.018199999999999883,0.04509999999999992,0.044000017000964564
20250517_Lens_Monaco,2025-05-17 19:00:00,2024,Lens,Monaco,4,0,2.49045,2.49045,0.46,0.833,1.0,0.0,12.0,1.3445926666666663,1.9476916,1.6749733,0.8629101987260978,1.3445926666666672,1.7956716,1.5229533,0.8580451851217454,0.5233333333333334,0.5660000000000001,0.538,0.5566673291892561,0.8333333333333334,0.8378,0.8210000000000001,0.8567140636833742,3.0,6.0,12.0,6.0,9.0,14.0,12.0,13.0,23.0,1.0,1.0,1.0,90.0,132.0,246.0,0,4,0.481188,0.481188,0.54,0.856,1.0,1.0,16.0,2.2067333333333328,2.1010614,2.3690047,1.600134775382208,2.206733333333333,1.9490414,2.0649658,1.598920549552096,0.51,0.484,0.5209999999999999,0.4968533827958396,0.7936666666666667,0.7948000000000001,0.8032999999999999,0.817227582550188,6.0,9.0,18.0,2.0,2.0,6.0,2.0,7.0,16.0,0.0,0.0,0.0,73.0,114.0,223.0,1,2.009262,2.009262,-0.08000000000000002,-0.02300000000000002,-0.8621406666666664,-0.1533697999999999,-0.6940314000000001,-0.7372245766561102,-0.862140666666666,-0.1533698000000001,-0.5420125,-0.7408753644303505,0.01333333333333342,0.08200000000000007,0.017000000000000126,0.05981394639341647,0.03966666666666663,0.04299999999999993,0.01770000000000016,0.0394864811331862
20200822_Lille_Rennes,2020-08-22 19:00:00,2020,Lille,Rennes,1,1,0.400974,0.400974,0.52,0.821,0.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.29518,1.29518,0.48,0.835,1.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.8942060000000001,-0.8942060000000001,0.040000000000000036,-0.014000000000000012,,,,,,,,,,,,,,,,
20200913_Lille_Metz,2020-09-13 11:00:00,2020,Lille,Metz,1,0,0.814528,0.814528,0.61,0.802,4.0,0.0,12.0,0.653879,0.653879,0.653879,0.8056220000000001,0.653879,0.653879,0.653879,0.8056220000000001,0.51,0.51,0.51,0.504,0.8175,0.8175,0.8175,0.8154000000000001,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,0,1,0.736721,0.736721,0.39,0.7190000000000001,4.0,0.0,27.0,0.626118,0.626118,0.626118,0.626118,0.626118,0.626118,0.626118,0.626118,0.54,0.54,0.54,0.54,0.7809999999999999,0.7809999999999999,0.7809999999999999,0.7809999999999999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,1,0.07780700000000007,0.07780700000000007,0.21999999999999997,0.08299999999999996,0.027761000000000036,0.027761000000000036,0.027761000000000036,0.1795040000000001,0.027761000000000036,0.027761000000000036,0.027761000000000036,0.1795040000000001,-0.030000000000000027,-0.030000000000000027,-0.030000000000000027,-0.03600000000000003,0.03650000000000009,0.03650000000000009,0.03650000000000009,0.03440000000000021
20200925_Lille_Nantes,2020-09-25 19:00:00,2020,Lille,Nantes,2,0,2.09387,1.33378,0.54,0.775,0.0,0.0,23.0,1.0720073333333333,0.904249,0.904249,1.3583173599999998,1.0720073333333333,0.904249,0.904249,1.3583173599999998,0.5166666666666667,0.5175,0.5175,0.46976,0.7883333333333334,0.7965,0.7965,0.760136,3.0,4.0,4.0,1.0,2.0,2.0,8.0,8.0,8.0,0.0,1.0,1.0,44.0,54.0,54.0,0,2,0.660348,0.660348,0.46,0.731,2.0,0.0,22.0,1.5334,1.1970052500000001,1.1970052500000001,1.316540008,1.2800566666666666,1.00699775,1.00699775,1.292219048,0.44333333333333336,0.47250000000000003,0.47250000000000003,0.53984,0.7366666666666667,0.76875,0.76875,0.7885520000000001,5.0,5.0,5.0,5.0,5.0,5.0,6.0,9.0,9.0,2.0,2.0,2.0,71.0,86.0,86.0,1,1.433522,0.6734319999999999,0.08000000000000002,0.04400000000000004,-0.4613926666666668,-0.29275625000000016,-0.29275625000000016,0.04177735199999977,-0.2080493333333333,-0.10274875000000006,-0.10274875000000006,0.06609831199999983,0.07333333333333336,0.04499999999999993,0.04499999999999993,-0.07007999999999998,0.05166666666666675,0.02774999999999994,0.02774999999999994,-0.028416000000000108
