date,home,away,home_goals,away_goals,season,team,opponent,is_home,gf,ga,result,match_id,xg,npxg,poss,pass_acc,yellow_cards,red_cards,clearances
2022-08-31 19:00:00,Lens,Lorient,5,2,2022,Lens,Lorient,1,5,2,win,20220831_Lens_Lorient,3.01117,3.01117,58.0,89.8,1.0,0.0,16.0
2022-08-31 19:00:00,Lille,Nice,1,2,2022,Lille,Nice,1,1,2,loss,20220831_Lille_Nice,0.936389,0.936389,62.0,86.2,1.0,0.0,12.0
2022-08-31 17:00:00,Lyon,Auxerre,2,1,2022,Lyon,Auxerre,1,2,1,win,20220831_Lyon_Auxerre,3.33913,3.33913,62.0,84.5,0.0,0.0,8.0
2022-08-31 19:00:00,Marseille,Clermont Foot,1,0,2022,Marseille,Clermont Foot,1,1,0,win,20220831_Marseille_Clermont Foot,2.50885,1.74875,60.0,81.5,2.0,0.0,9.0
2022-08-31 17:00:00,Monaco,Troyes,2,4,2022,Monaco,Troyes,1,2,4,loss,20220831_Monaco_Troyes,1.69464,1.69464,52.0,81.5,3.0,1.0,17.0
2022-08-31 17:00:00,Montpellier,Ajaccio,2,0,2022,Montpellier,Ajaccio,1,2,0,win,20220831_Montpellier_Ajaccio,1.82411,1.82411,38.0,70.7,2.0,1.0,28.0
2022-08-31 19:00:00,Rennes,Brest,3,1,2022,Rennes,Brest,1,3,1,win,20220831_Rennes_Brest,1.44252,1.44252,64.0,85.2,2.0,0.0,16.0
2022-08-31 17:00:00,Strasbourg,Nantes,1,1,2022,Strasbourg,Nantes,1,1,1,draw,20220831_Strasbourg_Nantes,0.260394,0.260394,46.0,77.0,0.0,0.0,19.0
2022-08-31 19:00:00,Toulouse,Paris Saint Germain,0,3,2022,Toulouse,Paris Saint Germain,1,0,3,loss,20220831_Toulouse_Paris Saint Germain,0.582625,0.582625,38.0,83.8,1.0,0.0,14.0
2022-09-03 15:00:00,Auxerre,Marseille,0,2,2022,Auxerre,Marseille,1,0,2,loss,20220903_Auxerre_Marseille,0.623034,0.623034,48.0,80.8,1.0,0.0,16.0
2022-09-03 17:00:00,Lyon,Angers,5,0,2022,Lyon,Angers,1,5,0,win,20220903_Lyon_Angers,1.40939,1.40939,64.0,83.5,2.0,0.0,8.0
2022-09-03 19:00:00,Nantes,Paris Saint Germain,0,3,2022,Nantes,Paris Saint Germain,1,0,3,loss,20220903_Nantes_Paris Saint Germain,0.414108,0.414108,40.0,84.6,1.0,1.0,10.0
2022-09-04 13:00:00,Ajaccio,Lorient,0,1,2022,Ajaccio,Lorient,1,0,1,loss,20220904_Ajaccio_Lorient,0.520351,0.520351,58.0,75.7,4.0,0.0,10.0
2022-09-04 13:00:00,Brest,Strasbourg,1,1,2022,Brest,Strasbourg,1,1,1,draw,20220904_Brest_Strasbourg,0.726914,0.726914,59.0,79.2,3.0,0.0,14.0
2022-09-04 13:00:00,Clermont Foot,Toulouse,2,0,2022,Clermont Foot,Toulouse,1,2,0,win,20220904_Clermont Foot_Toulouse,1.50732,1.50732,34.0,70.3,4.0,0.0,28.0
2022-09-04 11:00:00,Montpellier,Lille,1,3,2022,Montpellier,Lille,1,1,3,loss,20220904_Montpellier_Lille,0.460323,0.460323,25.0,62.1,0.0,1.0,30.0
2022-09-04 18:45:00,Nice,Monaco,0,1,2022,Nice,Monaco,1,0,1,loss,20220904_Nice_Monaco,1.12895,1.12895,52.0,80.9,2.0,0.0,17.0
2022-09-04 13:00:00,Reims,Lens,1,1,2022,Reims,Lens,1,1,1,draw,20220904_Reims_Lens,1.75851,1.75851,37.0,79.3,2.0,0.0,15.0
2022-09-04 15:05:00,Troyes,Rennes,1,1,2022,Troyes,Rennes,1,1,1,draw,20220904_Troyes_Rennes,0.564802,0.564802,29.0,70.3,2.0,1.0,18.0
2022-09-07 19:00:00,Lorient,Lyon,3,1,2022,Lorient,Lyon,1,3,1,win,20220907_Lorient_Lyon,1.48762,1.48762,34.0,74.7,1.0,0.0,23.0
2022-09-09 19:00:00,Lens,Troyes,1,0,2022,Lens,Troyes,1,1,0,win,20220909_Lens_Troyes,1.44803,1.44803,63.0,88.9,2.0,0.0,13.0
2022-09-10 19:00:00,Marseille,Lille,2,1,2022,Marseille,Lille,1,2,1,win,20220910_Marseille_Lille,2.25737,2.25737,53.0,79.4,5.0,0.0,7.0
2022-09-10 15:00:00,Paris Saint Germain,Brest,1,0,2022,Paris Saint Germain,Brest,1,1,0,win,20220910_Paris Saint Germain_Brest,2.01269,2.01269,,,,,
2022-09-11 13:00:00,Ajaccio,Nice,0,1,2022,Ajaccio,Nice,1,0,1,loss,20220911_Ajaccio_Nice,0.427838,0.427838,45.0,71.2,1.0,0.0,10.0
2022-09-11 13:00:00,Angers,Montpellier,2,1,2022,Angers,Montpellier,1,2,1,win,20220911_Angers_Montpellier,2.91339,2.15329,45.0,75.7,2.0,0.0,18.0
2022-09-11 13:00:00,Lorient,Nantes,3,2,2022,Lorient,Nantes,1,3,2,win,20220911_Lorient_Nantes,1.30306,1.30306,48.0,83.8,2.0,0.0,24.0
2022-09-11 18:45:00,Monaco,Lyon,2,1,2022,Monaco,Lyon,1,2,1,win,20220911_Monaco_Lyon,1.64905,1.64905,39.0,73.2,1.0,0.0,37.0
2022-09-11 15:05:00,Rennes,Auxerre,5,0,2022,Rennes,Auxerre,1,5,0,win,20220911_Rennes_Auxerre,3.73421,3.73421,48.0,79.8,1.0,0.0,12.0
2022-09-11 11:00:00,Strasbourg,Clermont Foot,0,0,2022,Strasbourg,Clermont Foot,1,0,0,draw,20220911_Strasbourg_Clermont Foot,2.60466,2.60466,43.0,70.7,4.0,1.0,19.0
2022-09-11 13:00:00,Toulouse,Reims,1,0,2022,Toulouse,Reims,1,1,0,win,20220911_Toulouse_Reims,2.111,2.111,47.0,74.6,2.0,0.0,31.0
2022-09-16 19:00:00,Auxerre,Lorient,1,3,2022,Auxerre,Lorient,1,1,3,loss,20220916_Auxerre_Lorient,2.27316,2.27316,56.0,83.3,3.0,0.0,16.0
2022-09-17 19:00:00,Lille,Toulouse,2,1,2022,Lille,Toulouse,1,2,1,win,20220917_Lille_Toulouse,1.16749,1.16749,45.0,75.1,2.0,0.0,26.0
2022-09-17 15:00:00,Montpellier,Strasbourg,2,1,2022,Montpellier,Strasbourg,1,2,1,win,20220917_Montpellier_Strasbourg,1.8232,1.06317,50.0,72.1,4.0,0.0,26.0
2022-09-18 13:00:00,Brest,Ajaccio,0,1,2022,Brest,Ajaccio,1,0,1,loss,20220918_Brest_Ajaccio,0.721312,0.721312,59.0,72.8,2.0,0.0,13.0
2022-09-18 13:00:00,Clermont Foot,Troyes,1,3,2022,Clermont Foot,Troyes,1,1,3,loss,20220918_Clermont Foot_Troyes,1.25973,1.25973,58.0,80.4,0.0,0.0,12.0
2022-09-18 18:45:00,Lyon,Paris Saint Germain,0,1,2022,Lyon,Paris Saint Germain,1,0,1,loss,20220918_Lyon_Paris Saint Germain,0.892759,0.892759,35.0,84.6,0.0,0.0,14.0
2022-09-18 13:00:00,Marseille,Rennes,1,1,2022,Marseille,Rennes,1,1,1,draw,20220918_Marseille_Rennes,1.05864,1.05864,59.0,80.4,3.0,0.0,20.0
2022-09-18 15:05:00,Nantes,Lens,0,0,2022,Nantes,Lens,1,0,0,draw,20220918_Nantes_Lens,0.777656,0.777656,42.0,82.0,1.0,0.0,28.0
2022-09-18 13:00:00,Nice,Angers,0,1,2022,Nice,Angers,1,0,1,loss,20220918_Nice_Angers,0.969061,0.969061,50.0,82.3,0.0,1.0,16.0
2022-09-18 11:00:00,Reims,Monaco,0,3,2022,Reims,Monaco,1,0,3,loss,20220918_Reims_Monaco,0.302274,0.302274,33.0,68.3,3.0,1.0,26.0
2022-09-30 19:00:00,Angers,Marseille,0,3,2022,Angers,Marseille,1,0,3,loss,20220930_Angers_Marseille,1.29217,1.29217,43.0,80.1,0.0,0.0,16.0
2022-10-01 19:00:00,Paris Saint Germain,Nice,2,1,2022,Paris Saint Germain,Nice,1,2,1,win,20221001_Paris Saint Germain_Nice,0.753307,0.753307,,,,,
2022-10-01 15:00:00,Strasbourg,Rennes,1,3,2022,Strasbourg,Rennes,1,1,3,loss,20221001_Strasbourg_Rennes,1.15088,0.390788,40.0,78.8,0.0,1.0,15.0
2022-10-02 13:00:00,Ajaccio,Clermont Foot,1,3,2022,Ajaccio,Clermont Foot,1,1,3,loss,20221002_Ajaccio_Clermont Foot,1.28297,1.28297,52.0,76.3,3.0,0.0,17.0
2022-10-02 13:00:00,Auxerre,Brest,1,1,2022,Auxerre,Brest,1,1,1,draw,20221002_Auxerre_Brest,1.21122,0.45113,48.0,84.2,3.0,1.0,26.0
2022-10-02 18:45:00,Lens,Lyon,1,0,2022,Lens,Lyon,1,1,0,win,20221002_Lens_Lyon,2.993,2.2329,52.0,80.2,2.0,0.0,15.0
2022-10-02 11:00:00,Lorient,Lille,2,1,2022,Lorient,Lille,1,2,1,win,20221002_Lorient_Lille,0.51274,0.51274,37.0,76.2,3.0,1.0,38.0
2022-10-02 15:05:00,Monaco,Nantes,4,1,2022,Monaco,Nantes,1,4,1,win,20221002_Monaco_Nantes,2.18299,1.4229,49.0,83.9,0.0,0.0,14.0
2022-10-02 13:00:00,Toulouse,Montpellier,4,2,2022,Toulouse,Montpellier,1,4,2,win,20221002_Toulouse_Montpellier,1.92662,1.92662,43.0,77.8,5.0,1.0,33.0
2022-10-02 13:00:00,Troyes,Reims,2,2,2022,Troyes,Reims,1,2,2,draw,20221002_Troyes_Reims,1.74344,1.74344,68.0,84.5,4.0,0.0,5.0
2022-10-07 19:00:00,Lyon,Toulouse,1,1,2022,Lyon,Toulouse,1,1,1,draw,20221007_Lyon_Toulouse,1.74178,1.74178,58.0,81.9,2.0,0.0,16.0
2022-10-08 15:00:00,Marseille,Ajaccio,1,2,2022,Marseille,Ajaccio,1,1,2,loss,20221008_Marseille_Ajaccio,1.66314,0.903047,64.0,78.4,0.0,0.0,13.0
2022-10-08 19:00:00,Reims,Paris Saint Germain,0,0,2022,Reims,Paris Saint Germain,1,0,0,draw,20221008_Reims_Paris Saint Germain,1.91846,1.91846,37.0,80.3,3.0,0.0,8.0
2022-10-09 13:00:00,Angers,Strasbourg,2,3,2022,Angers,Strasbourg,1,2,3,loss,20221009_Angers_Strasbourg,2.08828,2.08828,54.0,85.1,1.0,0.0,11.0
2022-10-09 13:00:00,Brest,Lorient,1,2,2022,Brest,Lorient,1,1,2,loss,20221009_Brest_Lorient,0.997609,0.997609,50.0,74.8,3.0,0.0,18.0
2022-10-09 13:00:00,Clermont Foot,Auxerre,2,1,2022,Clermont Foot,Auxerre,1,2,1,win,20221009_Clermont Foot_Auxerre,1.41698,1.41698,48.0,76.2,0.0,0.0,16.0
2022-10-09 18:45:00,Lille,Lens,1,0,2022,Lille,Lens,1,1,0,win,20221009_Lille_Lens,2.37665,1.61655,45.0,79.5,3.0,0.0,26.0
2022-10-09 11:00:00,Montpellier,Monaco,0,2,2022,Montpellier,Monaco,1,0,2,loss,20221009_Montpellier_Monaco,0.564764,0.564764,50.0,76.7,2.0,0.0,20.0
2022-10-09 13:00:00,Nice,Troyes,3,2,2022,Nice,Troyes,1,3,2,win,20221009_Nice_Troyes,2.69698,1.93688,61.0,87.4,1.0,0.0,15.0
2022-10-09 15:05:00,Rennes,Nantes,3,0,2022,Rennes,Nantes,1,3,0,win,20221009_Rennes_Nantes,2.85806,2.85806,57.0,77.8,1.0,1.0,15.0
2022-10-14 19:00:00,Strasbourg,Lille,0,3,2022,Strasbourg,Lille,1,0,3,loss,20221014_Strasbourg_Lille,0.366401,0.366401,43.0,72.6,3.0,0.0,11.0
2022-10-15 19:00:00,Lens,Montpellier,1,0,2022,Lens,Montpellier,1,1,0,win,20221015_Lens_Montpellier,2.31045,2.31045,65.0,84.6,2.0,0.0,10.0
2022-10-15 15:00:00,Lorient,Reims,0,0,2022,Lorient,Reims,1,0,0,draw,20221015_Lorient_Reims,1.05131,1.05131,48.0,77.6,1.0,0.0,17.0
2022-10-16 13:00:00,Auxerre,Nice,1,1,2022,Auxerre,Nice,1,1,1,draw,20221016_Auxerre_Nice,0.527675,0.527675,45.0,77.8,0.0,0.0,14.0
2022-10-16 15:05:00,Monaco,Clermont Foot,1,1,2022,Monaco,Clermont Foot,1,1,1,draw,20221016_Monaco_Clermont Foot,1.00523,0.10322,35.0,71.6,3.0,1.0,16.0
2022-10-16 13:00:00,Nantes,Brest,4,1,2022,Nantes,Brest,1,4,1,win,20221016_Nantes_Brest,3.45666,1.93647,54.0,80.5,0.0,0.0,13.0
2022-10-16 18:45:00,Paris Saint Germain,Marseille,1,0,2022,Paris Saint Germain,Marseille,1,1,0,win,20221016_Paris Saint Germain_Marseille,2.99871,2.99871,,,,,
2022-10-16 13:00:00,Rennes,Lyon,3,2,2022,Rennes,Lyon,1,3,2,win,20221016_Rennes_Lyon,1.70448,1.70448,40.0,76.7,2.0,0.0,20.0
2022-10-16 11:00:00,Toulouse,Angers,3,2,2022,Toulouse,Angers,1,3,2,win,20221016_Toulouse_Angers,2.46525,1.70516,55.0,80.3,3.0,0.0,15.0
2022-10-16 13:00:00,Troyes,Ajaccio,1,1,2022,Troyes,Ajaccio,1,1,1,draw,20221016_Troyes_Ajaccio,0.434355,0.434355,51.0,74.8,2.0,0.0,17.0
2022-10-21 19:00:00,Ajaccio,Paris Saint Germain,0,3,2022,Ajaccio,Paris Saint Germain,1,0,3,loss,20221021_Ajaccio_Paris Saint Germain,0.301593,0.301593,35.0,77.3,0.0,0.0,12.0
2022-10-22 19:00:00,Marseille,Lens,0,1,2022,Marseille,Lens,1,0,1,loss,20221022_Marseille_Lens,1.99963,1.99963,56.0,81.0,3.0,0.0,10.0
2022-10-22 15:00:00,Montpellier,Lyon,1,2,2022,Montpellier,Lyon,1,1,2,loss,20221022_Montpellier_Lyon,0.807149,0.807149,38.0,73.9,2.0,1.0,20.0
2022-10-23 11:00:00,Angers,Rennes,1,2,2022,Angers,Rennes,1,1,2,loss,20221023_Angers_Rennes,0.938402,0.938402,30.0,70.6,3.0,0.0,12.0
2022-10-23 13:00:00,Clermont Foot,Brest,1,3,2022,Clermont Foot,Brest,1,1,3,loss,20221023_Clermont Foot_Brest,0.70294,0.70294,62.0,82.5,4.0,0.0,16.0
2022-10-23 18:45:00,Lille,Monaco,4,3,2022,Lille,Monaco,1,4,3,win,20221023_Lille_Monaco,2.49712,2.49712,59.0,82.0,1.0,0.0,18.0
2022-10-23 15:05:00,Nice,Nantes,1,1,2022,Nice,Nantes,1,1,1,draw,20221023_Nice_Nantes,1.34146,0.581362,66.0,83.6,3.0,0.0,12.0
2022-10-23 13:00:00,Reims,Auxerre,2,1,2022,Reims,Auxerre,1,2,1,win,20221023_Reims_Auxerre,2.48368,2.48368,54.0,77.5,4.0,0.0,13.0
2022-10-23 13:00:00,Toulouse,Strasbourg,2,2,2022,Toulouse,Strasbourg,1,2,2,draw,20221023_Toulouse_Strasbourg,1.86579,1.86579,48.0,78.3,2.0,1.0,29.0
2022-10-23 13:00:00,Troyes,Lorient,2,2,2022,Troyes,Lorient,1,2,2,draw,20221023_Troyes_Lorient,1.13911,1.13911,42.0,83.2,2.0,0.0,18.0
2022-10-28 19:00:00,Lens,Toulouse,3,0,2022,Lens,Toulouse,1,3,0,win,20221028_Lens_Toulouse,2.64413,1.88403,52.0,80.6,2.0,0.0,17.0
2022-10-29 15:00:00,Paris Saint Germain,Troyes,4,3,2022,Paris Saint Germain,Troyes,1,4,3,win,20221029_Paris Saint Germain_Troyes,2.67967,1.91958,,,,,
2022-10-29 19:00:00,Strasbourg,Marseille,2,2,2022,Strasbourg,Marseille,1,2,2,draw,20221029_Strasbourg_Marseille,0.890654,0.890654,51.0,78.6,0.0,0.0,12.0
2022-10-30 12:00:00,Auxerre,Ajaccio,1,0,2022,Auxerre,Ajaccio,1,1,0,win,20221030_Auxerre_Ajaccio,0.92577,0.92577,41.0,77.7,1.0,1.0,34.0
2022-10-30 14:00:00,Brest,Reims,0,0,2022,Brest,Reims,1,0,0,draw,20221030_Brest_Reims,1.54791,1.54791,51.0,74.6,1.0,0.0,20.0
2022-10-30 16:05:00,Lorient,Nice,1,2,2022,Lorient,Nice,1,1,2,loss,20221030_Lorient_Nice,1.28783,1.28783,44.0,84.5,0.0,0.0,12.0
2022-10-30 19:45:00,Lyon,Lille,1,0,2022,Lyon,Lille,1,1,0,win,20221030_Lyon_Lille,1.19346,1.19346,45.0,78.3,3.0,0.0,21.0
2022-10-30 14:00:00,Monaco,Angers,2,0,2022,Monaco,Angers,1,2,0,win,20221030_Monaco_Angers,1.93991,1.17982,52.0,79.1,3.0,0.0,4.0
2022-10-30 14:00:00,Nantes,Clermont Foot,1,1,2022,Nantes,Clermont Foot,1,1,1,draw,20221030_Nantes_Clermont Foot,1.95172,1.95172,55.0,79.4,0.0,0.0,14.0
2022-10-30 14:00:00,Rennes,Montpellier,3,0,2022,Rennes,Montpellier,1,3,0,win,20221030_Rennes_Montpellier,1.53875,1.53875,55.0,82.7,1.0,0.0,16.0
2022-11-04 20:00:00,Troyes,Auxerre,1,1,2022,Troyes,Auxerre,1,1,1,draw,20221104_Troyes_Auxerre,1.93768,1.93768,50.0,82.4,2.0,0.0,17.0
2022-11-05 16:00:00,Ajaccio,Strasbourg,4,2,2022,Ajaccio,Strasbourg,1,4,2,win,20221105_Ajaccio_Strasbourg,3.68734,1.40705,49.0,77.0,0.0,1.0,21.0
2022-11-05 20:00:00,Angers,Lens,1,2,2022,Angers,Lens,1,1,2,loss,20221105_Angers_Lens,0.829243,0.829243,44.0,82.6,1.0,0.0,12.0
2022-11-06 14:00:00,Clermont Foot,Montpellier,1,1,2022,Clermont Foot,Montpellier,1,1,1,draw,20221106_Clermont Foot_Montpellier,3.88422,2.36403,54.0,71.9,1.0,0.0,13.0
2022-11-06 16:05:00,Lille,Rennes,1,1,2022,Lille,Rennes,1,1,1,draw,20221106_Lille_Rennes,2.72861,2.72861,62.0,84.2,4.0,0.0,4.0
2022-11-06 12:00:00,Lorient,Paris Saint Germain,1,2,2022,Lorient,Paris Saint Germain,1,1,2,loss,20221106_Lorient_Paris Saint Germain,0.812458,0.812458,41.0,82.3,1.0,0.0,23.0
2022-11-06 19:45:00,Marseille,Lyon,1,0,2022,Marseille,Lyon,1,1,0,win,20221106_Marseille_Lyon,1.07268,1.07268,47.0,77.5,0.0,0.0,14.0
2022-11-06 14:00:00,Nice,Brest,1,0,2022,Nice,Brest,1,1,0,win,20221106_Nice_Brest,0.813513,0.813513,56.0,86.2,1.0,0.0,23.0
2022-11-06 14:00:00,Reims,Nantes,1,0,2022,Reims,Nantes,1,1,0,win,20221106_Reims_Nantes,3.70953,2.94943,57.0,78.5,2.0,0.0,19.0
2022-11-06 14:00:00,Toulouse,Monaco,0,2,2022,Toulouse,Monaco,1,0,2,loss,20221106_Toulouse_Monaco,0.569642,0.569642,48.0,71.9,0.0,0.0,17.0
2022-11-11 20:00:00,Lyon,Nice,1,1,2022,Lyon,Nice,1,1,1,draw,20221111_Lyon_Nice,1.15632,0.396228,63.0,85.5,1.0,0.0,5.0
2022-11-12 16:00:00,Lens,Clermont Foot,2,1,2022,Lens,Clermont Foot,1,2,1,win,20221112_Lens_Clermont Foot,1.4242,1.4242,61.0,83.5,1.0,0.0,3.0
2022-11-12 20:00:00,Rennes,Toulouse,2,1,2022,Rennes,Toulouse,1,2,1,win,20221112_Rennes_Toulouse,1.94787,1.94787,46.0,78.3,0.0,0.0,18.0
2022-11-13 14:00:00,Brest,Troyes,2,1,2022,Brest,Troyes,1,2,1,win,20221113_Brest_Troyes,2.21142,0.691228,54.0,79.9,3.0,0.0,10.0
2022-11-13 14:00:00,Lille,Angers,1,0,2022,Lille,Angers,1,1,0,win,20221113_Lille_Angers,1.07614,1.07614,58.0,86.1,3.0,1.0,15.0
2022-11-13 19:45:00,Monaco,Marseille,2,3,2022,Monaco,Marseille,1,2,3,loss,20221113_Monaco_Marseille,1.52658,0.766555,42.0,76.6,3.0,0.0,10.0
2022-11-13 14:00:00,Montpellier,Reims,1,1,2022,Montpellier,Reims,1,1,1,draw,20221113_Montpellier_Reims,2.07463,2.07463,49.0,66.4,2.0,0.0,19.0
2022-11-13 14:00:00,Nantes,Ajaccio,2,2,2022,Nantes,Ajaccio,1,2,2,draw,20221113_Nantes_Ajaccio,0.982738,0.982738,53.0,75.5,3.0,0.0,20.0
2022-11-13 12:00:00,Paris Saint Germain,Auxerre,5,0,2022,Paris Saint Germain,Auxerre,1,5,0,win,20221113_Paris Saint Germain_Auxerre,2.22316,2.22316,,,,,
2022-11-13 16:05:00,Strasbourg,Lorient,1,1,2022,Strasbourg,Lorient,1,1,1,draw,20221113_Strasbourg_Lorient,1.84883,1.84883,61.0,81.0,4.0,0.0,9.0
2022-12-28 14:00:00,Ajaccio,Angers,1,0,2022,Ajaccio,Angers,1,1,0,win,20221228_Ajaccio_Angers,1.68567,0.925572,46.0,75.1,1.0,0.0,21.0
2022-12-28 16:00:00,Auxerre,Monaco,2,3,2022,Auxerre,Monaco,1,2,3,loss,20221228_Auxerre_Monaco,1.32986,0.569769,38.0,75.3,1.0,0.0,18.0
2022-12-28 20:00:00,Brest,Lyon,2,4,2022,Brest,Lyon,1,2,4,loss,20221228_Brest_Lyon,1.1351,1.1351,43.0,73.7,2.0,0.0,18.0
2022-12-28 18:00:00,Clermont Foot,Lille,0,2,2022,Clermont Foot,Lille,1,0,2,loss,20221228_Clermont Foot_Lille,0.511123,0.511123,43.0,74.6,4.0,1.0,10.0
2022-12-28 20:00:00,Paris Saint Germain,Strasbourg,2,1,2022,Paris Saint Germain,Strasbourg,1,2,1,win,20221228_Paris Saint Germain_Strasbourg,2.11764,1.35754,,,,,
2022-12-28 14:00:00,Troyes,Nantes,0,0,2022,Troyes,Nantes,1,0,0,draw,20221228_Troyes_Nantes,0.202598,0.202598,56.0,82.9,0.0,0.0,22.0
2022-12-29 16:00:00,Lorient,Montpellier,0,2,2022,Lorient,Montpellier,1,0,2,loss,20221229_Lorient_Montpellier,1.13229,1.13229,48.0,80.6,3.0,0.0,8.0
2022-12-29 20:00:00,Marseille,Toulouse,6,1,2022,Marseille,Toulouse,1,6,1,win,20221229_Marseille_Toulouse,3.90797,3.14787,51.0,81.4,1.0,0.0,22.0
2022-12-29 20:00:00,Nice,Lens,0,0,2022,Nice,Lens,1,0,0,draw,20221229_Nice_Lens,1.19572,1.19572,41.0,82.4,2.0,0.0,11.0
2022-12-29 18:00:00,Reims,Rennes,3,1,2022,Reims,Rennes,1,3,1,win,20221229_Reims_Rennes,1.37243,1.37243,34.0,68.3,2.0,0.0,14.0
2023-01-01 14:00:00,Angers,Lorient,1,2,2022,Angers,Lorient,1,1,2,loss,20230101_Angers_Lorient,2.17455,2.17455,42.0,78.3,3.0,0.0,21.0
2023-01-01 19:45:00,Lens,Paris Saint Germain,3,1,2022,Lens,Paris Saint Germain,1,3,1,win,20230101_Lens_Paris Saint Germain,1.79816,1.79816,41.0,80.1,2.0,0.0,23.0
2023-01-01 16:00:00,Lyon,Clermont Foot,0,1,2022,Lyon,Clermont Foot,1,0,1,loss,20230101_Lyon_Clermont Foot,0.736196,0.736196,60.0,85.2,1.0,0.0,14.0
2023-01-01 14:00:00,Monaco,Brest,1,0,2022,Monaco,Brest,1,1,0,win,20230101_Monaco_Brest,1.11357,1.11357,51.0,80.5,3.0,0.0,17.0
2023-01-01 14:00:00,Nantes,Auxerre,1,0,2022,Nantes,Auxerre,1,1,0,win,20230101_Nantes_Auxerre,0.870785,0.870785,50.0,75.9,1.0,0.0,23.0
2023-01-01 14:00:00,Toulouse,Ajaccio,2,0,2022,Toulouse,Ajaccio,1,2,0,win,20230101_Toulouse_Ajaccio,1.33519,1.33519,62.0,79.6,3.0,0.0,9.0
2023-01-02 16:00:00,Lille,Reims,1,1,2022,Lille,Reims,1,1,1,draw,20230102_Lille_Reims,2.68973,2.68973,61.0,86.7,1.0,0.0,13.0
2023-01-02 18:00:00,Montpellier,Marseille,1,2,2022,Montpellier,Marseille,1,1,2,loss,20230102_Montpellier_Marseille,1.10931,0.349212,41.0,73.7,2.0,0.0,17.0
2023-01-02 20:00:00,Rennes,Nice,2,1,2022,Rennes,Nice,1,2,1,win,20230102_Rennes_Nice,1.78181,1.78181,62.0,86.5,1.0,0.0,6.0
2023-01-02 14:00:00,Strasbourg,Troyes,2,3,2022,Strasbourg,Troyes,1,2,3,loss,20230102_Strasbourg_Troyes,1.15328,1.15328,56.0,79.3,1.0,0.0,5.0
2023-01-11 18:00:00,Ajaccio,Reims,0,1,2022,Ajaccio,Reims,1,0,1,loss,20230111_Ajaccio_Reims,0.812868,0.812868,48.0,65.7,3.0,0.0,8.0
2023-01-11 18:00:00,Auxerre,Toulouse,0,5,2022,Auxerre,Toulouse,1,0,5,loss,20230111_Auxerre_Toulouse,1.19864,1.19864,48.0,76.8,3.0,0.0,11.0
2023-01-11 18:00:00,Brest,Lille,0,0,2022,Brest,Lille,1,0,0,draw,20230111_Brest_Lille,0.567145,0.567145,29.0,66.1,0.0,0.0,22.0
2023-01-11 18:00:00,Clermont Foot,Rennes,2,1,2022,Clermont Foot,Rennes,1,2,1,win,20230111_Clermont Foot_Rennes,1.92657,1.92657,39.0,73.6,0.0,0.0,12.0
2023-01-11 20:00:00,Lorient,Monaco,2,2,2022,Lorient,Monaco,1,2,2,draw,20230111_Lorient_Monaco,1.40735,1.40735,42.0,75.2,1.0,0.0,25.0
2023-01-11 18:00:00,Nantes,Lyon,0,0,2022,Nantes,Lyon,1,0,0,draw,20230111_Nantes_Lyon,1.23816,1.23816,40.0,72.5,2.0,0.0,18.0
2023-01-11 20:00:00,Nice,Montpellier,6,1,2022,Nice,Montpellier,1,6,1,win,20230111_Nice_Montpellier,3.47658,3.47658,58.0,84.2,1.0,0.0,19.0
2023-01-11 20:00:00,Paris Saint Germain,Angers,2,0,2022,Paris Saint Germain,Angers,1,2,0,win,20230111_Paris Saint Germain_Angers,1.66271,1.66271,,,,,
2023-01-11 20:00:00,Strasbourg,Lens,2,2,2022,Strasbourg,Lens,1,2,2,draw,20230111_Strasbourg_Lens,1.15467,1.15467,35.0,78.6,1.0,0.0,34.0
2023-01-11 20:00:00,Troyes,Marseille,0,2,2022,Troyes,Marseille,1,0,2,loss,20230111_Troyes_Marseille,0.207647,0.207647,32.0,78.0,2.0,0.0,12.0
2023-01-14 16:00:00,Lens,Auxerre,1,0,2022,Lens,Auxerre,1,1,0,win,20230114_Lens_Auxerre,1.69501,0.934915,67.0,86.5,2.0,0.0,13.0
2023-01-14 20:00:00,Lyon,Strasbourg,1,2,2022,Lyon,Strasbourg,1,1,2,loss,20230114_Lyon_Strasbourg,2.46849,1.70839,72.0,83.9,1.0,0.0,4.0
2023-01-14 18:00:00,Marseille,Lorient,3,1,2022,Marseille,Lorient,1,3,1,win,20230114_Marseille_Lorient,2.03482,2.03482,68.0,88.8,1.0,0.0,13.0
2023-01-15 14:00:00,Angers,Clermont Foot,1,2,2022,Angers,Clermont Foot,1,1,2,loss,20230115_Angers_Clermont Foot,0.394709,0.394709,58.0,85.4,2.0,0.0,13.0
2023-01-15 12:00:00,Lille,Troyes,5,1,2022,Lille,Troyes,1,5,1,win,20230115_Lille_Troyes,4.30681,4.30681,67.0,90.5,1.0,0.0,8.0
2023-01-15 16:05:00,Monaco,Ajaccio,7,1,2022,Monaco,Ajaccio,1,7,1,win,20230115_Monaco_Ajaccio,4.16711,3.40701,65.0,83.7,1.0,0.0,3.0
2023-01-15 14:00:00,Montpellier,Nantes,0,3,2022,Montpellier,Nantes,1,0,3,loss,20230115_Montpellier_Nantes,1.10849,1.10849,47.0,74.6,1.0,2.0,27.0
