date,home,away,home_goals,away_goals,season,team,opponent,is_home,gf,ga,result,match_id,xg,npxg,poss,pass_acc,yellow_cards,red_cards,clearances
2020-12-06 14:00:00,Dijon,Saint-Etienne,0,0,2020,Saint-Etienne,Dijon,0,0,0,draw,20201206_Dijon_Saint-Etienne,0.675017,0.675017,,,,,
2020-12-06 12:00:00,Lille,Monaco,2,1,2020,Monaco,Lille,0,1,2,loss,20201206_Lille_Monaco,0.669039,0.669039,58.0,81.4,0.0,0.0,9.0
2020-12-06 20:00:00,Metz,Lyon,1,3,2020,Lyon,Metz,0,3,1,win,20201206_Metz_Lyon,1.81122,1.81122,54.0,86.3,0.0,1.0,12.0
2020-12-06 14:00:00,Nantes,Strasbourg,0,4,2020,Strasbourg,Nantes,0,4,0,win,20201206_Nantes_Strasbourg,3.19753,1.67734,38.0,74.3,2.0,0.0,17.0
2020-12-06 16:00:00,Reims,Nice,0,0,2020,Nice,Reims,0,0,0,draw,20201206_Reims_Nice,0.570809,0.570809,65.0,81.8,2.0,0.0,23.0
2020-12-11 20:00:00,Saint-Etienne,Angers,0,0,2020,Angers,Saint-Etienne,0,0,0,draw,20201211_Saint-Etienne_Angers,0.751779,0.751779,38.0,76.3,3.0,0.0,20.0
2020-12-12 20:00:00,Lens,Montpellier,2,3,2020,Montpellier,Lens,0,3,2,win,20201212_Lens_Montpellier,1.61719,1.61719,41.0,72.2,1.0,0.0,26.0
2020-12-12 16:00:00,Marseille,Monaco,2,1,2020,Monaco,Marseille,0,1,2,loss,20201212_Marseille_Monaco,1.70771,0.947618,61.0,77.5,2.0,0.0,11.0
2020-12-13 14:00:00,Brest,Reims,2,1,2020,Reims,Brest,0,1,2,loss,20201213_Brest_Reims,0.555087,0.555087,49.0,80.8,1.0,0.0,11.0
2020-12-13 16:00:00,Lille,Bordeaux,2,1,2020,Bordeaux,Lille,0,1,2,loss,20201213_Lille_Bordeaux,0.804147,0.804147,44.0,78.9,2.0,0.0,22.0
2020-12-13 14:00:00,Lorient,Nimes,3,0,2020,Nimes,Lorient,0,0,3,loss,20201213_Lorient_Nimes,0.562896,0.562896,,,,,
2020-12-13 14:00:00,Nantes,Dijon,1,1,2020,Dijon,Nantes,0,1,1,draw,20201213_Nantes_Dijon,1.02506,1.02506,62.0,80.2,2.0,0.0,9.0
2020-12-13 12:00:00,Nice,Rennes,0,1,2020,Rennes,Nice,0,1,0,win,20201213_Nice_Rennes,1.2598,1.2598,46.0,82.3,1.0,0.0,17.0
2020-12-13 20:00:00,Paris Saint Germain,Lyon,0,1,2020,Lyon,Paris Saint Germain,0,1,0,win,20201213_Paris Saint Germain_Lyon,0.833608,0.833608,36.0,76.6,1.0,1.0,24.0
2020-12-13 14:00:00,Strasbourg,Metz,2,2,2020,Metz,Strasbourg,0,2,2,draw,20201213_Strasbourg_Metz,1.71894,0.198811,43.0,71.7,5.0,0.0,19.0
2020-12-16 18:00:00,Angers,Strasbourg,0,2,2020,Strasbourg,Angers,0,2,0,win,20201216_Angers_Strasbourg,0.510882,0.510882,43.0,78.1,2.0,0.0,24.0
2020-12-16 20:00:00,Bordeaux,Saint-Etienne,1,2,2020,Saint-Etienne,Bordeaux,0,2,1,win,20201216_Bordeaux_Saint-Etienne,2.18745,2.18745,,,,,
2020-12-16 18:00:00,Dijon,Lille,0,2,2020,Lille,Dijon,0,2,0,win,20201216_Dijon_Lille,1.10314,1.10314,53.0,80.1,0.0,0.0,8.0
2020-12-16 20:00:00,Lyon,Brest,2,2,2020,Brest,Lyon,0,2,2,draw,20201216_Lyon_Brest,1.28136,0.521268,44.0,80.4,0.0,1.0,32.0
2020-12-16 20:00:00,Monaco,Lens,0,3,2020,Lens,Monaco,0,3,0,win,20201216_Monaco_Lens,0.963125,0.963125,68.0,87.4,4.0,0.0,8.0
2020-12-16 18:00:00,Montpellier,Metz,0,2,2020,Metz,Montpellier,0,2,0,win,20201216_Montpellier_Metz,1.63826,0.878163,41.0,79.6,3.0,0.0,34.0
2020-12-16 18:00:00,Nimes,Nice,0,2,2020,Nice,Nimes,0,2,0,win,20201216_Nimes_Nice,1.97897,1.97897,55.0,85.3,2.0,1.0,17.0
2020-12-16 20:00:00,Paris Saint Germain,Lorient,2,0,2020,Lorient,Paris Saint Germain,0,0,2,loss,20201216_Paris Saint Germain_Lorient,1.30249,1.30249,26.0,69.9,0.0,1.0,17.0
2020-12-16 18:00:00,Reims,Nantes,3,2,2020,Nantes,Reims,0,2,3,loss,20201216_Reims_Nantes,2.08259,2.08259,54.0,78.7,2.0,0.0,18.0
2020-12-16 20:00:00,Rennes,Marseille,2,1,2020,Marseille,Rennes,0,1,2,loss,20201216_Rennes_Marseille,1.24235,1.24235,33.0,70.3,4.0,1.0,26.0
2020-12-19 18:00:00,Marseille,Reims,1,1,2020,Reims,Marseille,0,1,1,draw,20201219_Marseille_Reims,0.363146,0.363146,30.0,70.8,3.0,0.0,31.0
2020-12-19 16:00:00,Metz,Lens,2,0,2020,Lens,Metz,0,0,2,loss,20201219_Metz_Lens,1.14532,1.14532,61.0,78.8,1.0,0.0,14.0
2020-12-19 20:00:00,Nice,Lyon,1,4,2020,Lyon,Nice,0,4,1,win,20201219_Nice_Lyon,3.1134,2.35337,45.0,86.7,1.0,0.0,20.0
2020-12-20 12:00:00,Brest,Montpellier,2,2,2020,Montpellier,Brest,0,2,2,draw,20201220_Brest_Montpellier,0.522177,0.522177,45.0,82.4,1.0,0.0,24.0
2020-12-20 14:00:00,Dijon,Monaco,0,1,2020,Monaco,Dijon,0,1,0,win,20201220_Dijon_Monaco,1.12699,1.12699,48.0,76.4,1.0,0.0,20.0
2020-12-20 20:00:00,Lille,Paris Saint Germain,0,0,2020,Paris Saint Germain,Lille,0,0,0,draw,20201220_Lille_Paris Saint Germain,0.552443,0.552443,,,,,
2020-12-20 16:00:00,Lorient,Rennes,0,3,2020,Rennes,Lorient,0,3,0,win,20201220_Lorient_Rennes,1.00048,1.00048,57.0,84.6,2.0,0.0,10.0
2020-12-20 14:00:00,Nantes,Angers,1,1,2020,Angers,Nantes,0,1,1,draw,20201220_Nantes_Angers,0.942065,0.942065,40.0,67.7,0.0,0.0,24.0
2020-12-20 14:00:00,Saint-Etienne,Nimes,2,2,2020,Nimes,Saint-Etienne,0,2,2,draw,20201220_Saint-Etienne_Nimes,1.50557,0.745472,,,,,
2020-12-20 14:00:00,Strasbourg,Bordeaux,0,2,2020,Bordeaux,Strasbourg,0,2,0,win,20201220_Strasbourg_Bordeaux,1.30968,1.30968,46.0,77.7,1.0,0.0,28.0
2020-12-23 20:00:00,Angers,Marseille,2,1,2020,Marseille,Angers,0,1,2,loss,20201223_Angers_Marseille,1.49756,0.737461,69.0,81.4,4.0,0.0,17.0
2020-12-23 18:00:00,Bordeaux,Reims,1,3,2020,Reims,Bordeaux,0,3,1,win,20201223_Bordeaux_Reims,1.30331,1.30331,38.0,79.1,1.0,0.0,16.0
2020-12-23 18:00:00,Lens,Brest,2,1,2020,Brest,Lens,0,1,2,loss,20201223_Lens_Brest,1.17648,0.416387,53.0,80.7,2.0,0.0,13.0
2020-12-23 20:00:00,Lyon,Nantes,3,0,2020,Nantes,Lyon,0,0,3,loss,20201223_Lyon_Nantes,1.10394,1.10394,36.0,77.5,3.0,0.0,13.0
2020-12-23 20:00:00,Monaco,Saint-Etienne,2,2,2020,Saint-Etienne,Monaco,0,2,2,draw,20201223_Monaco_Saint-Etienne,1.97218,1.21208,,,,,
2020-12-23 20:00:00,Montpellier,Lille,2,3,2020,Lille,Montpellier,0,3,2,win,20201223_Montpellier_Lille,1.70435,0.944256,53.0,83.5,2.0,0.0,24.0
2020-12-23 18:00:00,Nice,Lorient,2,2,2020,Lorient,Nice,0,2,2,draw,20201223_Nice_Lorient,2.13449,1.3744,57.0,85.7,4.0,0.0,5.0
2020-12-23 18:00:00,Nimes,Dijon,1,3,2020,Dijon,Nimes,0,3,1,win,20201223_Nimes_Dijon,1.60068,1.60068,54.0,78.7,2.0,0.0,22.0
2020-12-23 20:00:00,Paris Saint Germain,Strasbourg,4,0,2020,Strasbourg,Paris Saint Germain,0,0,4,loss,20201223_Paris Saint Germain_Strasbourg,0.417249,0.417249,31.0,79.5,0.0,0.0,14.0
2020-12-23 18:00:00,Rennes,Metz,1,0,2020,Metz,Rennes,0,0,1,loss,20201223_Rennes_Metz,0.83489,0.83489,38.0,73.8,1.0,0.0,24.0
2021-01-06 18:00:00,Brest,Nice,2,0,2020,Nice,Brest,0,0,2,loss,20210106_Brest_Nice,1.37393,1.37393,61.0,83.5,3.0,0.0,7.0
2021-01-06 20:00:00,Lille,Angers,1,2,2020,Angers,Lille,0,2,1,win,20210106_Lille_Angers,0.413017,0.413017,35.0,65.6,1.0,0.0,29.0
2021-01-06 18:00:00,Lorient,Monaco,2,5,2020,Monaco,Lorient,0,5,2,win,20210106_Lorient_Monaco,2.81772,2.81772,59.0,84.7,3.0,0.0,20.0
2021-01-06 20:00:00,Lyon,Lens,3,2,2020,Lens,Lyon,0,2,3,loss,20210106_Lyon_Lens,0.947234,0.947234,49.0,80.3,2.0,0.0,22.0
2021-01-06 20:00:00,Marseille,Montpellier,3,1,2020,Montpellier,Marseille,0,1,3,loss,20210106_Marseille_Montpellier,1.17896,1.17896,44.0,76.8,0.0,0.0,19.0
2021-01-06 18:00:00,Metz,Bordeaux,0,0,2020,Bordeaux,Metz,0,0,0,draw,20210106_Metz_Bordeaux,0.667484,0.667484,57.0,85.4,2.0,0.0,10.0
2021-01-06 18:00:00,Nantes,Rennes,0,0,2020,Rennes,Nantes,0,0,0,draw,20210106_Nantes_Rennes,0.490669,0.490669,72.0,87.8,2.0,0.0,20.0
2021-01-06 20:00:00,Reims,Dijon,0,0,2020,Dijon,Reims,0,0,0,draw,20210106_Reims_Dijon,0.125669,0.125669,43.0,74.6,3.0,0.0,19.0
2021-01-06 20:00:00,Saint-Etienne,Paris Saint Germain,1,1,2020,Paris Saint Germain,Saint-Etienne,0,1,1,draw,20210106_Saint-Etienne_Paris Saint Germain,1.39496,1.39496,,,,,
2021-01-06 18:00:00,Strasbourg,Nimes,5,0,2020,Nimes,Strasbourg,0,0,5,loss,20210106_Strasbourg_Nimes,0.826798,0.826798,,,,,
2021-01-09 20:00:00,Bordeaux,Lorient,2,1,2020,Lorient,Bordeaux,0,1,2,loss,20210109_Bordeaux_Lorient,1.06734,1.06734,51.0,80.2,0.0,0.0,16.0
2021-01-09 20:00:00,Dijon,Marseille,0,0,2020,Marseille,Dijon,0,0,0,draw,20210109_Dijon_Marseille,1.80202,1.80202,58.0,76.5,2.0,0.0,12.0
2021-01-09 20:00:00,Lens,Strasbourg,0,1,2020,Strasbourg,Lens,0,1,0,win,20210109_Lens_Strasbourg,1.57769,1.57769,35.0,66.2,1.0,0.0,19.0
2021-01-09 20:00:00,Metz,Nice,1,1,2020,Nice,Metz,0,1,1,draw,20210109_Metz_Nice,1.48081,0.720714,56.0,80.9,2.0,0.0,16.0
2021-01-09 20:00:00,Monaco,Angers,3,0,2020,Angers,Monaco,0,0,3,loss,20210109_Monaco_Angers,0.689403,0.689403,44.0,74.9,0.0,0.0,13.0
2021-01-09 20:00:00,Montpellier,Nantes,1,1,2020,Nantes,Montpellier,0,1,1,draw,20210109_Montpellier_Nantes,1.31067,1.31067,53.0,83.5,0.0,0.0,14.0
2021-01-09 20:00:00,Nimes,Lille,0,1,2020,Lille,Nimes,0,1,0,win,20210109_Nimes_Lille,1.01419,1.01419,52.0,81.6,3.0,0.0,17.0
2021-01-09 20:00:00,Paris Saint Germain,Brest,3,0,2020,Brest,Paris Saint Germain,0,0,3,loss,20210109_Paris Saint Germain_Brest,0.546939,0.546939,39.0,81.9,1.0,0.0,18.0
2021-01-09 20:00:00,Reims,Saint-Etienne,3,1,2020,Saint-Etienne,Reims,0,1,3,loss,20210109_Reims_Saint-Etienne,1.28905,1.28905,,,,,
2021-01-09 20:00:00,Rennes,Lyon,2,2,2020,Lyon,Rennes,0,2,2,draw,20210109_Rennes_Lyon,1.11618,1.11618,45.0,81.3,2.0,0.0,11.0
2021-01-15 20:00:00,Montpellier,Monaco,2,3,2020,Monaco,Montpellier,0,3,2,win,20210115_Montpellier_Monaco,2.88799,2.1279,48.0,70.6,3.0,0.0,14.0
2021-01-16 20:00:00,Angers,Paris Saint Germain,0,1,2020,Paris Saint Germain,Angers,0,1,0,win,20210116_Angers_Paris Saint Germain,1.48664,1.48664,,,,,
2021-01-16 16:00:00,Marseille,Nimes,1,2,2020,Nimes,Marseille,0,2,1,win,20210116_Marseille_Nimes,1.58781,1.58781,,,,,
2021-01-17 12:00:00,Brest,Rennes,1,2,2020,Rennes,Brest,0,2,1,win,20210117_Brest_Rennes,1.4995,0.739407,57.0,86.5,1.0,0.0,18.0
2021-01-17 16:00:00,Lille,Reims,2,1,2020,Reims,Lille,0,1,2,loss,20210117_Lille_Reims,0.265034,0.265034,39.0,77.8,1.0,0.0,14.0
2021-01-17 20:00:00,Lyon,Metz,0,1,2020,Metz,Lyon,0,1,0,win,20210117_Lyon_Metz,1.4255,1.4255,36.0,71.1,3.0,0.0,26.0
2021-01-17 14:00:00,Nantes,Lens,1,1,2020,Lens,Nantes,0,1,1,draw,20210117_Nantes_Lens,1.35642,0.596322,59.0,81.2,3.0,0.0,14.0
2021-01-17 14:00:00,Nice,Bordeaux,0,3,2020,Bordeaux,Nice,0,3,0,win,20210117_Nice_Bordeaux,3.61303,3.61303,50.0,80.7,1.0,0.0,16.0
2021-01-17 14:00:00,Strasbourg,Saint-Etienne,1,0,2020,Saint-Etienne,Strasbourg,0,0,1,loss,20210117_Strasbourg_Saint-Etienne,1.25152,0.491429,,,,,
2021-01-20 22:00:00,Marseille,Lens,0,1,2020,Lens,Marseille,0,1,0,win,20210120_Marseille_Lens,1.55004,1.55004,53.0,82.6,3.0,0.0,15.0
2021-01-22 20:00:00,Paris Saint Germain,Montpellier,4,0,2020,Montpellier,Paris Saint Germain,0,0,4,loss,20210122_Paris Saint Germain_Montpellier,0.15807,0.15807,28.0,67.4,1.0,1.0,13.0
2021-01-23 16:00:00,Lens,Nice,0,1,2020,Nice,Lens,0,1,0,win,20210123_Lens_Nice,0.547266,0.547266,45.0,77.5,1.0,0.0,32.0
2021-01-23 20:00:00,Monaco,Marseille,3,1,2020,Marseille,Monaco,0,1,3,loss,20210123_Monaco_Marseille,0.462549,0.462549,46.0,67.6,5.0,0.0,31.0
2021-01-24 12:00:00,Bordeaux,Angers,2,1,2020,Angers,Bordeaux,0,1,2,loss,20210124_Bordeaux_Angers,1.71363,1.71363,54.0,85.2,2.0,0.0,6.0
2021-01-24 14:00:00,Dijon,Strasbourg,1,1,2020,Strasbourg,Dijon,0,1,1,draw,20210124_Dijon_Strasbourg,2.7928,2.7928,50.0,80.3,0.0,0.0,19.0
2021-01-24 14:00:00,Metz,Nantes,2,0,2020,Nantes,Metz,0,0,2,loss,20210124_Metz_Nantes,0.239963,0.239963,57.0,79.8,1.0,0.0,11.0
2021-01-24 14:00:00,Reims,Brest,1,0,2020,Brest,Reims,0,0,1,loss,20210124_Reims_Brest,1.01943,1.01943,64.0,81.4,0.0,0.0,11.0
2021-01-24 16:00:00,Rennes,Lille,0,1,2020,Lille,Rennes,0,1,0,win,20210124_Rennes_Lille,0.796039,0.796039,33.0,64.0,2.0,0.0,19.0
2021-01-24 20:00:00,Saint-Etienne,Lyon,0,5,2020,Lyon,Saint-Etienne,0,5,0,win,20210124_Saint-Etienne_Lyon,2.19868,2.19868,60.0,83.4,1.0,0.0,9.0
2021-01-27 20:00:00,Lorient,Dijon,3,2,2020,Dijon,Lorient,0,2,3,loss,20210127_Lorient_Dijon,1.6704,1.6704,54.0,73.1,3.0,0.0,23.0
2021-01-29 20:00:00,Lyon,Bordeaux,2,1,2020,Bordeaux,Lyon,0,1,2,loss,20210129_Lyon_Bordeaux,0.73143,0.73143,44.0,76.0,2.0,0.0,12.0
2021-01-30 16:00:00,Montpellier,Lens,1,2,2020,Lens,Montpellier,0,2,1,win,20210130_Montpellier_Lens,1.07049,1.07049,44.0,74.8,4.0,0.0,55.0
2021-01-31 14:00:00,Angers,Nimes,3,1,2020,Nimes,Angers,0,1,3,loss,20210131_Angers_Nimes,0.9424,0.182305,,,,,
2021-01-31 14:00:00,Brest,Metz,2,4,2020,Metz,Brest,0,4,2,win,20210131_Brest_Metz,1.50555,0.745454,38.0,78.8,3.0,0.0,25.0
2021-01-31 16:00:00,Lille,Dijon,1,0,2020,Dijon,Lille,0,0,1,loss,20210131_Lille_Dijon,0.370938,0.370938,41.0,76.7,2.0,0.0,15.0
2021-01-31 14:00:00,Lorient,Paris Saint Germain,3,2,2020,Paris Saint Germain,Lorient,0,2,3,loss,20210131_Lorient_Paris Saint Germain,2.64181,1.12162,,,,,
2021-01-31 20:00:00,Nantes,Monaco,1,2,2020,Monaco,Nantes,0,2,1,win,20210131_Nantes_Monaco,1.52441,1.52441,67.0,82.6,3.0,0.0,11.0
2021-01-31 12:00:00,Nice,Saint-Etienne,0,1,2020,Saint-Etienne,Nice,0,1,0,win,20210131_Nice_Saint-Etienne,1.58746,1.58746,,,,,
2021-01-31 14:00:00,Strasbourg,Reims,0,1,2020,Reims,Strasbourg,0,1,0,win,20210131_Strasbourg_Reims,1.31697,1.31697,52.0,80.8,2.0,0.0,18.0
2021-02-03 18:00:00,Bordeaux,Lille,0,3,2020,Lille,Bordeaux,0,3,0,win,20210203_Bordeaux_Lille,1.99926,1.99926,46.0,82.2,2.0,0.0,11.0
2021-02-03 20:00:00,Dijon,Lyon,0,1,2020,Lyon,Dijon,0,1,0,win,20210203_Dijon_Lyon,2.26364,2.26364,63.0,85.3,0.0,0.0,10.0
2021-02-03 20:00:00,Lens,Marseille,2,2,2020,Marseille,Lens,0,2,2,draw,20210203_Lens_Marseille,1.3201,1.3201,40.0,68.6,2.0,0.0,24.0
2021-02-03 18:00:00,Metz,Montpellier,1,1,2020,Montpellier,Metz,0,1,1,draw,20210203_Metz_Montpellier,1.02749,1.02749,55.0,81.0,1.0,0.0,20.0
2021-02-03 20:00:00,Monaco,Nice,2,1,2020,Nice,Monaco,0,1,2,loss,20210203_Monaco_Nice,0.426701,0.426701,58.0,83.6,4.0,0.0,16.0
2021-02-03 20:00:00,Paris Saint Germain,Nimes,3,0,2020,Nimes,Paris Saint Germain,0,0,3,loss,20210203_Paris Saint Germain_Nimes,1.73501,1.73501,,,,,
2021-02-03 18:00:00,Reims,Angers,0,0,2020,Angers,Reims,0,0,0,draw,20210203_Reims_Angers,0.251964,0.251964,43.0,77.3,1.0,0.0,15.0
2021-02-03 18:00:00,Rennes,Lorient,1,1,2020,Lorient,Rennes,0,1,1,draw,20210203_Rennes_Lorient,0.620552,0.620552,41.0,77.7,1.0,0.0,16.0
2021-02-03 20:00:00,Saint-Etienne,Nantes,1,1,2020,Nantes,Saint-Etienne,0,1,1,draw,20210203_Saint-Etienne_Nantes,1.25487,1.25487,50.0,69.2,1.0,0.0,13.0
2021-02-03 18:00:00,Strasbourg,Brest,2,2,2020,Brest,Strasbourg,0,2,2,draw,20210203_Strasbourg_Brest,0.710748,0.710748,59.0,81.7,0.0,0.0,11.0
2021-02-06 20:00:00,Lens,Rennes,0,0,2020,Rennes,Lens,0,0,0,draw,20210206_Lens_Rennes,0.549443,0.549443,47.0,80.2,4.0,0.0,19.0
2021-02-06 16:00:00,Lorient,Reims,1,0,2020,Reims,Lorient,0,0,1,loss,20210206_Lorient_Reims,0.779858,0.779858,60.0,77.4,4.0,0.0,9.0
2021-02-06 18:00:00,Lyon,Strasbourg,3,0,2020,Strasbourg,Lyon,0,0,3,loss,20210206_Lyon_Strasbourg,0.242033,0.242033,31.0,73.3,2.0,1.0,15.0
2021-02-07 12:00:00,Brest,Bordeaux,2,1,2020,Bordeaux,Brest,0,1,2,loss,20210207_Brest_Bordeaux,0.635508,0.635508,53.0,81.3,3.0,0.0,14.0
2021-02-07 20:00:00,Marseille,Paris Saint Germain,0,2,2020,Paris Saint Germain,Marseille,0,2,0,win,20210207_Marseille_Paris Saint Germain,1.23049,1.23049,,,,,
2021-02-07 14:00:00,Montpellier,Dijon,4,2,2020,Dijon,Montpellier,0,2,4,loss,20210207_Montpellier_Dijon,1.31726,0.557169,41.0,75.3,3.0,1.0,31.0
2021-02-07 16:00:00,Nantes,Lille,0,2,2020,Lille,Nantes,0,2,0,win,20210207_Nantes_Lille,1.7948,1.7948,56.0,79.5,0.0,0.0,22.0
2021-02-07 14:00:00,Nice,Angers,3,0,2020,Angers,Nice,0,0,3,loss,20210207_Nice_Angers,0.620413,0.620413,49.0,79.6,1.0,0.0,11.0
2021-02-07 14:00:00,Nimes,Monaco,3,4,2020,Monaco,Nimes,0,4,3,win,20210207_Nimes_Monaco,1.24576,1.24576,56.0,82.6,2.0,0.0,8.0
2021-02-07 14:00:00,Saint-Etienne,Metz,1,0,2020,Metz,Saint-Etienne,0,0,1,loss,20210207_Saint-Etienne_Metz,0.327429,0.327429,51.0,75.3,2.0,0.0,12.0
2021-02-13 20:00:00,Lyon,Montpellier,1,2,2020,Montpellier,Lyon,0,2,1,win,20210213_Lyon_Montpellier,1.75721,1.75721,45.0,74.0,1.0,0.0,23.0
2021-02-13 16:00:00,Paris Saint Germain,Nice,2,1,2020,Nice,Paris Saint Germain,0,1,2,loss,20210213_Paris Saint Germain_Nice,1.0503,1.0503,45.0,86.3,0.0,0.0,13.0
2021-02-13 18:00:00,Reims,Lens,1,1,2020,Lens,Reims,0,1,1,draw,20210213_Reims_Lens,3.15679,2.39676,63.0,81.0,0.0,0.0,13.0
2021-02-14 14:00:00,Angers,Nantes,1,3,2020,Nantes,Angers,0,3,1,win,20210214_Angers_Nantes,1.75357,0.993474,35.0,64.7,3.0,0.0,23.0
2021-02-14 20:00:00,Bordeaux,Marseille,0,0,2020,Marseille,Bordeaux,0,0,0,draw,20210214_Bordeaux_Marseille,0.41792,0.41792,45.0,76.1,1.0,2.0,19.0
2021-02-14 14:00:00,Dijon,Nimes,0,2,2020,Nimes,Dijon,0,2,0,win,20210214_Dijon_Nimes,1.90774,1.90774,,,,,
2021-02-14 16:00:00,Lille,Brest,0,0,2020,Brest,Lille,0,0,0,draw,20210214_Lille_Brest,0.0883755,0.0883755,32.0,71.1,1.0,0.0,38.0
2021-02-14 14:00:00,Metz,Strasbourg,1,2,2020,Strasbourg,Metz,0,2,1,win,20210214_Metz_Strasbourg,1.39672,1.39672,55.0,76.2,1.0,0.0,15.0
2021-02-14 12:00:00,Monaco,Lorient,2,2,2020,Lorient,Monaco,0,2,2,draw,20210214_Monaco_Lorient,1.43939,0.679293,30.0,68.4,3.0,0.0,47.0
2021-02-14 14:00:00,Rennes,Saint-Etienne,0,2,2020,Saint-Etienne,Rennes,0,2,0,win,20210214_Rennes_Saint-Etienne,0.347155,0.347155,,,,,
2021-02-17 20:00:00,Marseille,Nice,3,2,2020,Nice,Marseille,0,2,3,loss,20210217_Marseille_Nice,1.2083,1.2083,55.0,83.3,1.0,0.0,23.0
2021-02-19 20:00:00,Brest,Lyon,2,3,2020,Lyon,Brest,0,3,2,win,20210219_Brest_Lyon,3.47483,2.71474,49.0,79.0,2.0,0.0,35.0
2021-02-20 16:00:00,Nantes,Marseille,1,1,2020,Marseille,Nantes,0,1,1,draw,20210220_Nantes_Marseille,0.564279,0.564279,65.0,78.0,1.0,1.0,19.0
2021-02-20 12:00:00,Saint-Etienne,Reims,1,1,2020,Reims,Saint-Etienne,0,1,1,draw,20210220_Saint-Etienne_Reims,0.35467,0.35467,51.0,75.0,2.0,0.0,31.0
2021-02-21 14:00:00,Lens,Dijon,2,1,2020,Dijon,Lens,0,1,2,loss,20210221_Lens_Dijon,0.88646,0.88646,46.0,75.1,0.0,1.0,16.0
2021-02-21 16:00:00,Lorient,Lille,1,4,2020,Lille,Lorient,0,4,1,win,20210221_Lorient_Lille,1.04668,1.04668,56.0,81.7,0.0,0.0,8.0
2021-02-21 12:00:00,Montpellier,Rennes,2,1,2020,Rennes,Montpellier,0,1,2,loss,20210221_Montpellier_Rennes,1.42102,1.42102,65.0,85.9,2.0,0.0,10.0
2021-02-21 14:00:00,Nice,Metz,1,2,2020,Metz,Nice,0,2,1,win,20210221_Nice_Metz,1.43338,1.43338,35.0,74.2,1.0,0.0,19.0
2021-02-21 14:00:00,Nimes,Bordeaux,2,0,2020,Bordeaux,Nimes,0,0,2,loss,20210221_Nimes_Bordeaux,0.791842,0.791842,71.0,85.7,3.0,1.0,11.0
2021-02-21 20:00:00,Paris Saint Germain,Monaco,0,2,2020,Monaco,Paris Saint Germain,0,2,0,win,20210221_Paris Saint Germain_Monaco,1.05657,1.05657,26.0,69.7,1.0,0.0,27.0
2021-02-21 14:00:00,Strasbourg,Angers,0,0,2020,Angers,Strasbourg,0,0,0,draw,20210221_Strasbourg_Angers,0.325105,0.325105,43.0,71.5,1.0,0.0,25.0
2021-02-24 20:00:00,Nimes,Lorient,1,0,2020,Lorient,Nimes,0,0,1,loss,20210224_Nimes_Lorient,0.3945,0.3945,51.0,80.4,4.0,0.0,20.0
2021-02-26 20:00:00,Rennes,Nice,1,2,2020,Nice,Rennes,0,2,1,win,20210226_Rennes_Nice,1.6621,0.902204,39.0,76.0,2.0,0.0,19.0
2021-02-27 12:00:00,Bordeaux,Metz,1,2,2020,Metz,Bordeaux,0,2,1,win,20210227_Bordeaux_Metz,1.84068,1.84068,49.0,72.3,2.0,0.0,13.0
2021-02-27 16:00:00,Dijon,Paris Saint Germain,0,4,2020,Paris Saint Germain,Dijon,0,4,0,win,20210227_Dijon_Paris Saint Germain,2.12179,1.36176,,,,,
2021-02-28 14:00:00,Angers,Lens,2,2,2020,Lens,Angers,0,2,2,draw,20210228_Angers_Lens,1.0798,1.0798,60.0,78.9,0.0,0.0,8.0
2021-02-28 16:00:00,Lille,Strasbourg,1,1,2020,Strasbourg,Lille,0,1,1,draw,20210228_Lille_Strasbourg,0.965368,0.965368,32.0,65.0,2.0,0.0,41.0
2021-02-28 14:00:00,Lorient,Saint-Etienne,2,1,2020,Saint-Etienne,Lorient,0,1,2,loss,20210228_Lorient_Saint-Etienne,1.01869,1.01869,,,,,
2021-02-28 20:00:00,Marseille,Lyon,1,1,2020,Lyon,Marseille,0,1,1,draw,20210228_Marseille_Lyon,0.581809,0.581809,48.0,80.1,4.0,1.0,24.0
2021-02-28 12:00:00,Monaco,Brest,2,0,2020,Brest,Monaco,0,0,2,loss,20210228_Monaco_Brest,0.429681,0.429681,37.0,78.6,0.0,0.0,25.0
2021-02-28 14:00:00,Nimes,Nantes,1,1,2020,Nantes,Nimes,0,1,1,draw,20210228_Nimes_Nantes,1.48858,1.48858,40.0,63.8,1.0,0.0,18.0
2021-02-28 14:00:00,Reims,Montpellier,0,0,2020,Montpellier,Reims,0,0,0,draw,20210228_Reims_Montpellier,0.322556,0.322556,43.0,75.0,1.0,0.0,17.0
2021-03-03 20:00:00,Bordeaux,Paris Saint Germain,0,1,2020,Paris Saint Germain,Bordeaux,0,1,0,win,20210303_Bordeaux_Paris Saint Germain,1.27822,1.27822,,,,,
2021-03-03 18:00:00,Brest,Dijon,3,1,2020,Dijon,Brest,0,1,3,loss,20210303_Brest_Dijon,0.716104,0.716104,51.0,79.0,1.0,0.0,11.0
2021-03-03 20:00:00,Lille,Marseille,2,0,2020,Marseille,Lille,0,0,2,loss,20210303_Lille_Marseille,0.0997889,0.0997889,40.0,71.9,1.0,0.0,24.0
2021-03-03 18:00:00,Lyon,Rennes,1,0,2020,Rennes,Lyon,0,0,1,loss,20210303_Lyon_Rennes,0.591174,0.591174,53.0,82.5,3.0,0.0,20.0
